"lead_id","region","industry","rfm_score","preferences_json","last_updated_at"
"L0002538","US","Retail","0.82","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""roi"", ""integration"", ""case_studies""]}","2025-08-16T01:03:27"
"L0002540","LATAM","SaaS","0.721","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""Social""], ""interests"": [""case_studies"", ""integration"", ""security""]}","2025-06-05T13:27:43"
"L0002541","EU","SaaS","0.839","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Call""], ""interests"": [""integration""]}","2025-08-12T08:10:24"
"L0002542","LATAM","Manufacturing","0.527","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""pricing"", ""roadmap""]}","2025-06-23T11:40:53"
"L0002543","LATAM","E‑commerce","0.214","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""case_studies""]}","2025-08-05T21:22:55"
"L0002547","MEA","Media","0.109","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""Email""], ""interests"": [""pricing"", ""integration"", ""security""]}","2025-08-18T13:37:23"
"L0002549","US","HealthTech","0.644","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""roi""]}","2025-06-29T10:12:38"
"L0002552","LATAM","Manufacturing","0.446","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""case_studies""]}","2025-07-31T11:13:20"
"L0002553","MEA","E‑commerce","0.638","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""security"", ""roi""]}","2025-08-28T03:57:27"
"L0002554","US","SaaS","0.251","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""Email""], ""interests"": [""security""]}","2025-08-01T13:07:16"
"L0002555","APAC","Media","0.152","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""roi""]}","2025-08-23T08:25:00"
"L0002557","MEA","FinTech","0.77","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""roi"", ""case_studies""]}","2025-08-13T22:06:43"
"L0002560","India","HealthTech","0.14","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""roi"", ""security"", ""integration""]}","2025-08-24T00:00:30"
"L0002561","LATAM","HealthTech","0.384","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""integration"", ""pricing"", ""case_studies""]}","2025-08-24T16:12:41"
"L0002563","LATAM","HealthTech","0.942","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""security"", ""roi""]}","2025-08-02T04:20:41"
"L0002564","MEA","EdTech","0.668","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web""], ""interests"": [""integration"", ""roi"", ""roadmap""]}","2025-07-29T03:32:30"
"L0002565","LATAM","HealthTech","0.452","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""security""]}","2025-08-27T08:58:49"
"L0002568","India","Media","0.836","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS""], ""interests"": [""case_studies""]}","2025-08-28T01:48:10"
"L0002570","LATAM","Retail","0.392","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""roi"", ""security"", ""roadmap""]}","2025-06-29T06:14:35"
"L0002572","EU","EdTech","0.076","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""security"", ""integration""]}","2025-08-09T16:40:03"
"L0002573","APAC","Retail","0.197","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS"", ""Social""], ""interests"": [""case_studies""]}","2025-08-27T16:44:08"
"L0002574","LATAM","Retail","0.464","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS""], ""interests"": [""roi"", ""integration""]}","2025-08-15T05:50:19"
"L0002575","APAC","EdTech","0.145","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Social""], ""interests"": [""roadmap""]}","2025-08-24T20:25:10"
"L0002576","APAC","Retail","0.418","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""Ads""], ""interests"": [""roi""]}","2025-08-12T11:40:03"
"L0002578","India","FinTech","0.994","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roadmap"", ""security""]}","2025-07-15T03:48:48"
"L0002579","LATAM","Media","0.515","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""Social""], ""interests"": [""roadmap"", ""security"", ""roi""]}","2025-08-22T15:08:13"
"L0002581","EU","Retail","0.301","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""SMS""], ""interests"": [""roadmap"", ""security"", ""pricing""]}","2025-08-07T20:20:15"
"L0002582","MEA","HealthTech","0.283","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""integration""]}","2025-08-20T13:25:26"
"L0002583","LATAM","Manufacturing","0.529","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Web""], ""interests"": [""integration""]}","2025-08-15T02:57:25"
"L0002585","US","Manufacturing","0.849","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""integration"", ""case_studies""]}","2025-06-18T22:24:58"
"L0002587","India","EdTech","0.075","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads"", ""Social""], ""interests"": [""case_studies"", ""roadmap""]}","2025-07-12T13:23:54"
"L0002588","MEA","HealthTech","0.328","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS"", ""Email""], ""interests"": [""security""]}","2025-06-16T18:58:24"
"L0002590","APAC","EdTech","0.803","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""roi""]}","2025-08-12T19:15:40"
"L0002592","MEA","E‑commerce","0.569","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Web""], ""interests"": [""security"", ""integration""]}","2025-08-09T12:22:10"
"L0002593","India","E‑commerce","0.625","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Ads""], ""interests"": [""roi""]}","2025-05-29T00:31:57"
"L0002594","APAC","E‑commerce","0.103","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS"", ""Web""], ""interests"": [""integration""]}","2025-06-01T05:09:42"
"L0002595","MEA","FinTech","0.54","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Call""], ""interests"": [""security""]}","2025-06-06T19:37:19"
"L0002596","US","SaaS","0.307","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Ads""], ""interests"": [""pricing"", ""roadmap""]}","2025-06-02T20:09:16"
"L0002597","US","HealthTech","0.548","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Ads""], ""interests"": [""case_studies""]}","2025-08-27T19:55:25"
"L0002602","India","Manufacturing","0.821","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS"", ""Call""], ""interests"": [""roi""]}","2025-08-23T03:04:01"
"L0002604","APAC","EdTech","0.947","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""roi"", ""security"", ""case_studies""]}","2025-08-20T14:39:22"
"L0002605","EU","HealthTech","0.61","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""SMS""], ""interests"": [""roadmap"", ""roi"", ""pricing""]}","2025-07-17T18:32:42"
"L0002608","LATAM","Manufacturing","0.362","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email""], ""interests"": [""case_studies"", ""roadmap"", ""integration""]}","2025-08-27T17:53:12"
"L0002609","APAC","Retail","0.909","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS""], ""interests"": [""pricing"", ""case_studies"", ""roi""]}","2025-06-23T08:35:23"
"L0002610","APAC","Manufacturing","0.963","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""roi"", ""pricing""]}","2025-08-05T14:17:57"
"L0002612","MEA","Media","0.244","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web""], ""interests"": [""pricing"", ""integration"", ""roadmap""]}","2025-08-22T22:53:47"
"L0002613","EU","HealthTech","0.282","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Social""], ""interests"": [""pricing"", ""integration"", ""case_studies""]}","2025-08-12T23:21:26"
"L0002614","India","E‑commerce","0.052","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Social""], ""interests"": [""case_studies"", ""roadmap"", ""pricing""]}","2025-08-27T02:48:43"
"L0002615","India","SaaS","0.511","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Web""], ""interests"": [""roadmap"", ""roi""]}","2025-06-26T09:30:20"
"L0002616","EU","HealthTech","0.668","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Social""], ""interests"": [""pricing"", ""security""]}","2025-08-28T15:11:46"
"L0002617","India","EdTech","0.02","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""roadmap"", ""security"", ""integration""]}","2025-05-27T05:42:27"
"L0002618","APAC","Media","0.839","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""Web""], ""interests"": [""pricing""]}","2025-08-20T04:35:53"
"L0002620","EU","Manufacturing","0.882","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""integration"", ""case_studies""]}","2025-07-27T17:20:25"
"L0002622","EU","Manufacturing","0.235","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Email""], ""interests"": [""pricing"", ""roi""]}","2025-07-23T22:56:20"
"L0002623","EU","HealthTech","0.129","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""case_studies"", ""roi""]}","2025-07-15T19:44:43"
"L0002624","APAC","HealthTech","0.299","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""security"", ""roi""]}","2025-06-21T12:22:37"
"L0002625","India","Manufacturing","0.048","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""pricing"", ""roadmap"", ""integration""]}","2025-07-25T16:05:51"
"L0002627","India","Media","0.601","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS""], ""interests"": [""case_studies"", ""security"", ""integration""]}","2025-08-26T03:09:23"
"L0002628","US","Manufacturing","0.26","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""roi"", ""roadmap""]}","2025-08-06T13:59:26"
"L0002631","APAC","Retail","0.291","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""SMS""], ""interests"": [""integration"", ""roadmap""]}","2025-06-07T18:27:56"
"L0002636","MEA","FinTech","0.843","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""security"", ""pricing"", ""roi""]}","2025-08-22T10:37:35"
"L0002637","US","Retail","0.483","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""Web""], ""interests"": [""pricing"", ""roadmap""]}","2025-07-10T15:55:06"
"L0002639","APAC","EdTech","0.094","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""roadmap""]}","2025-06-27T11:01:53"
"L0002642","APAC","Retail","0.472","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""case_studies"", ""integration"", ""pricing""]}","2025-07-24T01:50:34"
"L0002643","India","FinTech","0.733","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""case_studies"", ""pricing"", ""roadmap""]}","2025-06-12T09:53:52"
"L0002645","MEA","SaaS","0.853","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Ads""], ""interests"": [""pricing"", ""case_studies""]}","2025-07-28T10:39:10"
"L0002646","MEA","Media","0.05","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""pricing"", ""roi"", ""roadmap""]}","2025-06-21T14:56:02"
"L0002647","India","FinTech","0.896","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""roadmap"", ""security""]}","2025-06-03T05:32:23"
"L0002648","LATAM","SaaS","0.976","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""Ads""], ""interests"": [""roi"", ""case_studies"", ""security""]}","2025-07-21T03:24:08"
"L0002650","MEA","E‑commerce","0.401","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""pricing""]}","2025-08-07T15:07:18"
"L0002652","MEA","Retail","0.493","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Ads""], ""interests"": [""security""]}","2025-06-12T23:17:03"
"L0002653","MEA","Retail","0.978","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Email""], ""interests"": [""case_studies"", ""roi"", ""integration""]}","2025-06-18T04:20:41"
"L0002654","APAC","SaaS","0.67","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""case_studies"", ""roi"", ""roadmap""]}","2025-07-30T20:36:10"
"L0002655","LATAM","HealthTech","0.145","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""security""]}","2025-08-27T12:45:22"
"L0002658","US","Manufacturing","0.025","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""roadmap"", ""case_studies""]}","2025-08-22T13:28:40"
"L0002661","US","SaaS","0.658","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Ads""], ""interests"": [""roi"", ""case_studies"", ""security""]}","2025-07-18T04:48:11"
"L0002664","APAC","HealthTech","0.302","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Social""], ""interests"": [""case_studies"", ""integration""]}","2025-08-13T20:58:34"
"L0002665","LATAM","SaaS","0.896","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""roadmap"", ""case_studies"", ""security""]}","2025-08-28T09:33:50"
"L0002667","US","Manufacturing","0.382","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Call""], ""interests"": [""pricing"", ""roi""]}","2025-07-02T16:36:35"
"L0002668","US","SaaS","0.012","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""security""]}","2025-06-16T10:31:23"
"L0002672","APAC","E‑commerce","0.684","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""Email""], ""interests"": [""roadmap""]}","2025-08-21T23:22:04"
"L0002673","MEA","EdTech","0.95","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Ads""], ""interests"": [""roi""]}","2025-06-15T17:13:00"
"L0002676","LATAM","Retail","0.105","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""security"", ""pricing"", ""roi""]}","2025-08-26T00:09:18"
"L0002677","India","Manufacturing","0.29","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""roadmap""]}","2025-07-18T15:05:00"
"L0002680","LATAM","HealthTech","0.546","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""roi"", ""integration""]}","2025-08-19T19:21:41"
"L0002683","APAC","FinTech","0.391","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""case_studies""]}","2025-08-16T01:13:36"
"L0002684","APAC","Retail","0.932","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""case_studies"", ""roi""]}","2025-08-03T01:19:22"
"L0002685","MEA","FinTech","0.758","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""pricing""]}","2025-08-09T16:55:20"
"L0002686","LATAM","HealthTech","0.643","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""case_studies"", ""pricing""]}","2025-06-30T18:04:38"
"L0002692","MEA","EdTech","0.718","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""security"", ""roadmap""]}","2025-06-20T00:09:22"
"L0002694","LATAM","SaaS","0.54","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""roadmap""]}","2025-07-21T20:20:03"
"L0002695","LATAM","Media","0.035","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""roadmap"", ""case_studies""]}","2025-08-14T19:25:39"
"L0002697","APAC","Manufacturing","0.41","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Web""], ""interests"": [""pricing""]}","2025-08-20T02:00:43"
"L0002699","India","FinTech","0.972","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Email""], ""interests"": [""roadmap"", ""integration"", ""security""]}","2025-08-27T20:34:32"
"L0002702","India","Media","0.951","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads"", ""Social""], ""interests"": [""case_studies"", ""pricing"", ""security""]}","2025-08-18T02:59:07"
"L0002705","APAC","SaaS","0.221","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS""], ""interests"": [""pricing"", ""case_studies"", ""roi""]}","2025-08-23T11:22:45"
"L0002708","India","SaaS","0.304","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""roi""]}","2025-07-14T00:34:10"
"L0002711","LATAM","EdTech","0.317","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Web""], ""interests"": [""integration"", ""security"", ""case_studies""]}","2025-08-18T08:26:55"
"L0002714","India","Media","0.531","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""integration""]}","2025-08-11T20:55:14"
"L0002715","MEA","E‑commerce","0.765","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""case_studies"", ""roi""]}","2025-07-31T16:19:24"
"L0002716","APAC","Manufacturing","0.909","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""integration""]}","2025-05-23T17:13:52"
"L0002717","India","FinTech","0.929","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Call""], ""interests"": [""integration"", ""security"", ""case_studies""]}","2025-08-10T02:39:09"
"L0002718","MEA","Manufacturing","0.488","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Social""], ""interests"": [""pricing"", ""case_studies""]}","2025-08-20T11:46:30"
"L0002719","India","SaaS","0.609","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""integration""]}","2025-08-20T14:37:14"
"L0002721","India","EdTech","0.055","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS""], ""interests"": [""roadmap"", ""case_studies""]}","2025-08-21T21:20:04"
"L0002727","MEA","Retail","0.1","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""pricing""]}","2025-08-27T10:52:34"
"L0002728","APAC","E‑commerce","0.368","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""Email""], ""interests"": [""security""]}","2025-07-10T17:32:10"
"L0002729","EU","E‑commerce","0.377","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""case_studies"", ""integration""]}","2025-08-27T17:05:11"
"L0002731","LATAM","E‑commerce","0.56","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Ads""], ""interests"": [""roadmap"", ""integration""]}","2025-07-09T16:16:10"
"L0002735","MEA","FinTech","0.663","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""SMS""], ""interests"": [""roi"", ""integration"", ""case_studies""]}","2025-08-15T15:58:17"
"L0002736","LATAM","HealthTech","0.794","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Call""], ""interests"": [""integration"", ""roi""]}","2025-07-05T08:08:24"
"L0002738","India","HealthTech","0.945","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Ads""], ""interests"": [""case_studies""]}","2025-07-14T11:55:14"
"L0002741","US","FinTech","0.285","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""roi"", ""integration"", ""case_studies""]}","2025-06-07T23:41:07"
"L0002744","APAC","Manufacturing","0.983","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""roi"", ""pricing""]}","2025-08-16T18:51:27"
"L0002746","India","Media","0.335","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Web""], ""interests"": [""roadmap"", ""integration""]}","2025-08-16T01:11:07"
"L0002748","US","Media","0.396","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""pricing"", ""integration"", ""roi""]}","2025-08-16T18:50:43"
"L0002749","APAC","E‑commerce","0.886","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""pricing"", ""case_studies"", ""roi""]}","2025-06-24T19:48:40"
"L0002750","LATAM","E‑commerce","0.683","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""Ads""], ""interests"": [""case_studies"", ""integration"", ""roadmap""]}","2025-06-27T00:42:29"
"L0002751","US","EdTech","0.606","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""roi""]}","2025-07-15T00:27:01"
"L0002752","LATAM","Manufacturing","0.355","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""SMS""], ""interests"": [""roadmap"", ""pricing"", ""case_studies""]}","2025-08-23T18:57:12"
"L0002755","MEA","SaaS","0.444","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS"", ""Social""], ""interests"": [""security"", ""roadmap"", ""pricing""]}","2025-08-26T07:33:47"
"L0002756","LATAM","Media","0.766","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""roadmap""]}","2025-06-29T06:33:11"
"L0002757","LATAM","FinTech","0.632","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Social""], ""interests"": [""roi"", ""security""]}","2025-08-26T01:15:21"
"L0002758","India","E‑commerce","0.633","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""SMS""], ""interests"": [""pricing"", ""roadmap"", ""security""]}","2025-06-07T23:08:08"
"L0002759","APAC","Media","0.513","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS""], ""interests"": [""integration""]}","2025-08-04T03:58:42"
"L0002760","LATAM","EdTech","0.15","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""roi"", ""pricing""]}","2025-07-27T22:08:39"
"L0002761","India","Retail","0.523","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Web""], ""interests"": [""integration""]}","2025-08-27T16:07:07"
"L0002762","India","FinTech","0.75","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""roadmap"", ""roi"", ""security""]}","2025-05-25T07:31:15"
"L0002763","EU","Media","0.508","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""case_studies"", ""pricing""]}","2025-06-14T17:06:33"
"L0002764","US","FinTech","0.298","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web""], ""interests"": [""roi"", ""pricing""]}","2025-07-24T07:50:28"
"L0002766","EU","Manufacturing","0.503","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Ads""], ""interests"": [""case_studies"", ""roadmap"", ""pricing""]}","2025-08-21T20:00:50"
"L0002768","MEA","FinTech","0.839","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""integration"", ""roi"", ""pricing""]}","2025-06-23T16:27:44"
"L0002769","EU","HealthTech","0.255","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""pricing"", ""security"", ""case_studies""]}","2025-08-01T15:43:40"
"L0002770","MEA","Manufacturing","0.882","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""Call""], ""interests"": [""roi"", ""roadmap"", ""integration""]}","2025-08-03T05:16:36"
"L0002771","US","FinTech","0.803","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""case_studies"", ""integration""]}","2025-07-27T00:17:27"
"L0002772","India","Media","0.025","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""security""]}","2025-07-25T20:59:23"
"L0002773","US","E‑commerce","0.236","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Email""], ""interests"": [""roadmap"", ""security""]}","2025-08-19T16:41:38"
"L0002776","LATAM","FinTech","0.553","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""case_studies""]}","2025-08-18T03:09:18"
"L0002777","EU","E‑commerce","0.839","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""security"", ""case_studies"", ""pricing""]}","2025-06-23T20:39:22"
"L0002784","LATAM","HealthTech","0.805","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web""], ""interests"": [""case_studies"", ""integration"", ""pricing""]}","2025-07-21T06:37:44"
"L0002786","MEA","SaaS","0.391","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Email""], ""interests"": [""case_studies"", ""integration"", ""pricing""]}","2025-08-09T05:24:51"
"L0002787","India","FinTech","0.742","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""integration"", ""roadmap"", ""security""]}","2025-08-05T03:44:06"
"L0002788","MEA","SaaS","0.319","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""case_studies""]}","2025-08-26T07:23:00"
"L0002789","MEA","FinTech","0.905","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""integration"", ""roi"", ""roadmap""]}","2025-08-12T01:11:05"
"L0002792","US","FinTech","0.539","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Call""], ""interests"": [""roi""]}","2025-08-23T01:46:13"
"L0002793","US","Manufacturing","0.728","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Social""], ""interests"": [""integration"", ""case_studies"", ""pricing""]}","2025-08-27T15:58:20"
"L0002794","LATAM","Media","0.437","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""security""]}","2025-07-01T10:39:44"
