"lead_id","campaign_id","converted_at","conversion_value_usd","conversion_type"
"L0004109","CMP0015","2025-06-22T08:28:20","632.18","trial_started"
"L0004117","CMP0019","2025-05-23T00:13:28","1013.34","demo_booked"
"L0004118","CMP0022","2025-08-16T23:00:43","379.15","demo_booked"
"L0004119","CMP0016","2025-08-13T01:06:43","529.87","trial_started"
"L0004128","CMP0021","2025-07-08T15:14:42","1624.99","demo_booked"
"L0004134","CMP0023","2025-07-19T19:04:47","1441.68","demo_booked"
"L0004140","CMP0001","2025-07-15T17:44:15","107.27","demo_booked"
"L0004154","CMP0028","2025-06-17T01:56:03","994.15","meeting_scheduled"
"L0004167","CMP0012","2025-06-12T18:06:26","1426.29","meeting_scheduled"
"L0004168","CMP0018","2025-08-25T19:13:26","1111.56","trial_started"
"L0004174","CMP0005","2025-08-18T21:57:37","610.4","purchase"
"L0004202","CMP0021","2025-07-26T01:01:04","706.08","demo_booked"
"L0004222","CMP0019","2025-07-15T18:23:55","847.94","meeting_scheduled"
"L0004230","CMP0028","2025-08-23T02:30:36","1009.43","purchase"
"L0004240","CMP0010","2025-06-06T02:39:21","129.9","meeting_scheduled"
"L0004243","CMP0027","2025-05-22T03:55:32","1635.62","meeting_scheduled"
"L0004244","CMP0005","2025-06-19T15:43:08","489.82","purchase"
"L0004273","CMP0010","2025-08-07T23:03:24","789.09","meeting_scheduled"
"L0004274","CMP0006","2025-05-25T17:55:52","1372.02","purchase"
"L0004284","CMP0023","2025-06-04T11:10:36","757.97","purchase"
"L0004286","CMP0004","2025-06-24T04:40:54","1480.59","demo_booked"
"L0004299","CMP0023","2025-08-21T03:57:38","1052.81","trial_started"
"L0004302","CMP0030","2025-08-22T19:55:55","1822.53","trial_started"
"L0004306","CMP0018","2025-07-21T05:29:52","1079.78","demo_booked"
"L0004310","CMP0005","2025-08-15T13:47:27","356.02","purchase"
"L0004317","CMP0023","2025-08-14T13:55:06","1773.81","trial_started"
"L0004318","CMP0016","2025-05-19T01:38:06","1163.67","meeting_scheduled"
"L0004319","CMP0005","2025-05-23T00:20:40","471.54","meeting_scheduled"
"L0004321","CMP0009","2025-08-03T08:19:14","85.56","demo_booked"
"L0004325","CMP0025","2025-08-22T03:47:18","1197.54","meeting_scheduled"
"L0004330","CMP0027","2025-08-18T11:17:13","1236.75","purchase"
"L0004332","CMP0030","2025-06-08T19:10:35","1342.88","demo_booked"
"L0004335","CMP0021","2025-05-15T14:11:10","1055.8","demo_booked"
"L0004341","CMP0029","2025-07-21T13:48:12","1841.83","trial_started"
"L0004361","CMP0026","2025-05-25T14:38:33","1244.83","trial_started"
"L0004362","CMP0006","2025-06-19T08:59:08","217.01","demo_booked"
"L0004378","CMP0015","2025-05-25T12:44:17","988.64","trial_started"
"L0004380","CMP0012","2025-05-18T15:30:49","79.28","trial_started"
"L0004385","CMP0026","2025-08-08T23:50:22","464.12","meeting_scheduled"
"L0004388","CMP0012","2025-07-11T15:42:13","113.54","demo_booked"
"L0004394","CMP0004","2025-06-12T11:01:58","607.34","demo_booked"
"L0004404","CMP0006","2025-07-03T14:22:41","664.15","demo_booked"
"L0004414","CMP0001","2025-06-01T05:54:38","292.9","trial_started"
"L0004415","CMP0009","2025-05-13T23:08:38","936.44","trial_started"
"L0004431","CMP0024","2025-06-27T17:22:03","835.19","demo_booked"
"L0004434","CMP0016","2025-08-15T14:45:40","617.68","meeting_scheduled"
"L0004447","CMP0001","2025-06-03T00:40:14","1060.37","trial_started"
"L0004453","CMP0023","2025-05-16T02:36:38","1855.52","meeting_scheduled"
"L0004457","CMP0027","2025-07-10T04:17:54","1070.09","demo_booked"
"L0004459","CMP0015","2025-08-07T13:35:28","1710.01","meeting_scheduled"
"L0004460","CMP0005","2025-07-24T19:51:57","91.32","purchase"
"L0004466","CMP0011","2025-08-22T15:32:26","165.34","meeting_scheduled"
"L0004468","CMP0027","2025-07-04T05:30:23","1822.53","meeting_scheduled"
"L0004469","CMP0011","2025-07-17T10:15:54","1183.88","demo_booked"
"L0004470","CMP0005","2025-08-16T23:07:13","1824.64","meeting_scheduled"
"L0004480","CMP0026","2025-07-20T03:38:41","576.78","purchase"
"L0004482","CMP0020","2025-08-09T07:51:58","781.51","meeting_scheduled"
"L0004484","CMP0011","2025-08-25T13:28:05","733.58","trial_started"
"L0004493","CMP0001","2025-08-25T19:33:28","883.52","demo_booked"
"L0004494","CMP0018","2025-06-05T13:32:29","399.43","meeting_scheduled"
"L0004496","CMP0029","2025-06-08T17:48:51","626.9","trial_started"
"L0004508","CMP0010","2025-06-18T16:27:33","1817.05","demo_booked"
"L0004512","CMP0018","2025-07-04T19:14:08","728.75","meeting_scheduled"
"L0004513","CMP0021","2025-08-25T11:54:52","186.58","purchase"
"L0004522","CMP0013","2025-07-28T11:04:11","1321.22","demo_booked"
"L0004524","CMP0022","2025-06-02T22:21:08","362.85","demo_booked"
"L0004531","CMP0018","2025-06-11T00:29:35","1605.2","demo_booked"
"L0004532","CMP0030","2025-08-13T18:23:34","719.17","trial_started"
"L0004540","CMP0021","2025-08-12T22:17:39","1653.76","purchase"
"L0004541","CMP0013","2025-08-11T02:06:36","628.97","trial_started"
"L0004542","CMP0021","2025-07-03T18:18:37","1095.45","purchase"
"L0004544","CMP0014","2025-08-25T19:51:14","857.12","demo_booked"
"L0004547","CMP0023","2025-07-08T08:26:28","1722.92","demo_booked"
"L0004554","CMP0029","2025-06-19T00:13:00","1749.51","purchase"
"L0004564","CMP0003","2025-05-31T02:24:54","279.24","demo_booked"
"L0004567","CMP0024","2025-05-21T00:34:50","1569.98","trial_started"
"L0004571","CMP0002","2025-07-29T00:29:14","87.39","demo_booked"
"L0004573","CMP0021","2025-08-07T18:42:54","484.58","trial_started"
"L0004578","CMP0003","2025-08-02T07:28:04","1074.6","trial_started"
"L0004587","CMP0020","2025-08-12T21:51:08","1500.63","purchase"
"L0004589","CMP0001","2025-07-27T05:44:33","703.89","trial_started"
"L0004591","CMP0018","2025-06-13T10:14:30","1841.44","meeting_scheduled"
"L0004596","CMP0030","2025-07-24T23:20:24","1002.96","purchase"
"L0004606","CMP0003","2025-06-27T18:51:56","1733.2","demo_booked"
"L0004615","CMP0029","2025-08-26T12:46:04","876.23","purchase"
"L0004616","CMP0006","2025-07-11T22:20:09","88.04","purchase"
"L0004619","CMP0027","2025-07-24T05:31:06","630.18","meeting_scheduled"
"L0004620","CMP0009","2025-07-05T23:15:33","462.69","demo_booked"
"L0004636","CMP0010","2025-08-08T04:57:03","1861.23","meeting_scheduled"
"L0004643","CMP0020","2025-08-24T17:06:53","1955.55","trial_started"
"L0004650","CMP0027","2025-07-18T05:55:53","1223.52","demo_booked"
"L0004664","CMP0014","2025-07-09T02:25:44","1526.22","meeting_scheduled"
"L0004667","CMP0028","2025-05-27T16:55:54","1191.13","purchase"
"L0004670","CMP0022","2025-08-02T17:41:27","1412.46","trial_started"
"L0004675","CMP0014","2025-08-19T12:30:30","1524.58","meeting_scheduled"
"L0004680","CMP0029","2025-06-14T15:25:10","588.44","demo_booked"
"L0004689","CMP0020","2025-06-22T05:12:10","835.76","demo_booked"
"L0004691","CMP0019","2025-06-27T20:04:30","60.84","demo_booked"
"L0004694","CMP0027","2025-06-23T01:51:59","737.71","meeting_scheduled"
"L0004695","CMP0015","2025-08-17T13:55:40","251.0","meeting_scheduled"
"L0004702","CMP0030","2025-07-11T19:17:20","1716.69","purchase"
"L0004704","CMP0026","2025-06-22T17:20:08","1188.79","meeting_scheduled"
"L0004722","CMP0025","2025-06-13T17:48:04","106.17","demo_booked"
"L0004726","CMP0021","2025-08-24T01:32:49","1775.49","demo_booked"
"L0004728","CMP0023","2025-08-06T14:28:38","722.95","purchase"
"L0004736","CMP0012","2025-07-24T06:44:44","1129.66","demo_booked"
"L0004739","CMP0024","2025-08-07T05:28:41","80.48","demo_booked"
"L0004741","CMP0025","2025-08-13T02:39:12","1983.6","purchase"
"L0004747","CMP0011","2025-06-10T00:29:41","1895.2","meeting_scheduled"
"L0004750","CMP0014","2025-07-18T22:47:33","1148.55","meeting_scheduled"
"L0004759","CMP0011","2025-06-05T18:34:17","1331.94","purchase"
"L0004761","CMP0009","2025-08-18T15:25:32","1373.38","trial_started"
"L0004762","CMP0006","2025-07-05T00:00:56","1895.48","trial_started"
"L0004763","CMP0003","2025-08-17T06:01:49","640.4","meeting_scheduled"
"L0004768","CMP0011","2025-08-08T10:46:07","182.08","demo_booked"
"L0004776","CMP0012","2025-08-18T12:13:35","1513.51","meeting_scheduled"
"L0004777","CMP0003","2025-08-11T18:29:47","881.25","meeting_scheduled"
"L0004792","CMP0004","2025-08-11T12:43:51","1788.3","meeting_scheduled"
"L0004793","CMP0023","2025-06-11T13:35:00","1067.22","meeting_scheduled"
"L0004795","CMP0002","2025-07-16T07:13:12","1193.86","meeting_scheduled"
"L0004798","CMP0025","2025-08-11T04:21:55","1063.72","meeting_scheduled"
"L0004803","CMP0022","2025-08-01T15:29:28","951.64","purchase"
"L0004807","CMP0001","2025-05-21T13:57:07","315.1","purchase"
"L0004810","CMP0023","2025-06-21T06:47:41","754.3","purchase"
"L0004816","CMP0002","2025-06-13T15:18:16","1451.53","trial_started"
"L0004818","CMP0012","2025-07-27T14:56:59","1261.97","purchase"
"L0004821","CMP0015","2025-07-12T07:58:04","291.77","purchase"
"L0004830","CMP0004","2025-06-13T00:07:25","75.06","trial_started"
"L0004836","CMP0026","2025-05-31T03:27:43","1351.94","trial_started"
"L0004841","CMP0011","2025-08-01T05:17:28","575.51","meeting_scheduled"
"L0004844","CMP0024","2025-06-10T08:05:14","675.62","demo_booked"
"L0004855","CMP0024","2025-08-24T01:26:49","1175.51","trial_started"
"L0004856","CMP0003","2025-08-05T05:52:54","1687.58","trial_started"
"L0004858","CMP0023","2025-06-30T07:51:08","1937.71","demo_booked"
"L0004859","CMP0018","2025-06-08T21:21:41","1598.47","demo_booked"
"L0004871","CMP0011","2025-08-22T05:01:58","390.41","meeting_scheduled"
"L0004875","CMP0021","2025-08-14T06:24:04","428.15","meeting_scheduled"
"L0004877","CMP0022","2025-08-27T08:33:33","1369.46","trial_started"
"L0004880","CMP0019","2025-07-28T01:53:47","470.34","trial_started"
"L0004882","CMP0001","2025-06-27T22:37:39","657.72","purchase"
"L0004884","CMP0018","2025-08-24T20:08:20","1955.03","meeting_scheduled"
"L0004895","CMP0002","2025-05-24T04:49:09","578.68","meeting_scheduled"
"L0004905","CMP0025","2025-07-09T09:07:49","1505.52","trial_started"
"L0004909","CMP0006","2025-06-17T11:37:16","1048.12","trial_started"
"L0004910","CMP0005","2025-06-28T14:10:17","1656.96","trial_started"
"L0004916","CMP0026","2025-08-04T16:35:37","950.56","demo_booked"
"L0004919","CMP0009","2025-07-03T16:45:36","238.52","trial_started"
"L0004922","CMP0003","2025-05-17T02:12:25","808.42","demo_booked"
"L0004928","CMP0005","2025-07-22T15:29:53","240.81","meeting_scheduled"
"L0004937","CMP0015","2025-07-12T05:23:40","997.96","meeting_scheduled"
"L0004944","CMP0017","2025-08-20T05:02:01","1758.74","trial_started"
"L0004947","CMP0029","2025-07-23T10:37:03","797.41","purchase"
"L0004952","CMP0023","2025-08-11T00:10:32","844.65","meeting_scheduled"
"L0004962","CMP0010","2025-08-13T17:23:50","1052.24","demo_booked"
"L0004963","CMP0003","2025-08-18T08:37:35","697.36","purchase"
"L0004982","CMP0006","2025-06-09T07:47:17","1292.34","purchase"
"L0004986","CMP0028","2025-06-21T17:10:16","1913.82","demo_booked"
"L0004996","CMP0014","2025-08-02T14:45:30","361.12","demo_booked"
