"event_id","timestamp","principal","auth_mechanism","scope","result","ip"
"AUTH01701","2025-08-06T21:27:11","svc-engagement","APIKey","memory:rw","failure","10.12.140.124"
"AUTH01702","2025-06-20T23:01:10","svc-engagement","mTLS","campaigns:write","failure","10.90.57.53"
"AUTH01703","2025-07-02T13:57:09","svc-optimizer","OIDC","leads:read","success","10.71.222.67"
"AUTH01704","2025-06-24T13:28:58","svc-engagement","APIKey","campaigns:write","denied","10.220.58.253"
"AUTH01705","2025-05-22T23:27:30","svc-mcp","OIDC","analytics:read","failure","10.206.155.152"
"AUTH01706","2025-07-04T00:04:47","analyst-ui","OIDC","memory:rw","denied","10.67.125.156"
"AUTH01707","2025-07-30T17:33:54","svc-optimizer","OIDC","leads:write","expired","10.172.127.158"
"AUTH01708","2025-05-24T19:55:58","svc-engagement","mTLS","leads:write","denied","10.57.231.114"
"AUTH01709","2025-06-25T12:21:40","svc-mcp","mTLS","leads:read","success","10.107.150.165"
"AUTH01710","2025-06-17T20:27:15","svc-optimizer","mTLS","memory:rw","expired","10.72.158.182"
"AUTH01711","2025-08-04T03:43:05","svc-optimizer","mTLS","campaigns:write","expired","10.3.30.4"
"AUTH01712","2025-05-03T16:14:43","svc-optimizer","APIKey","campaigns:read","success","10.104.221.26"
"AUTH01713","2025-07-27T14:39:30","svc-engagement","OIDC","leads:write","denied","10.45.6.219"
"AUTH01714","2025-06-18T22:19:53","analyst-ui","OIDC","campaigns:write","failure","10.216.214.189"
"AUTH01715","2025-07-30T00:51:36","analyst-ui","OIDC","analytics:read","expired","10.70.50.137"
"AUTH01716","2025-07-06T14:55:04","analyst-ui","mTLS","leads:read","success","10.1.41.153"
"AUTH01717","2025-07-15T16:46:04","svc-engagement","APIKey","leads:write","failure","10.92.91.170"
"AUTH01718","2025-07-30T02:53:48","svc-engagement","mTLS","memory:rw","denied","10.197.217.53"
"AUTH01719","2025-06-21T09:42:28","svc-mcp","mTLS","leads:write","success","10.128.53.147"
"AUTH01720","2025-07-23T19:21:58","svc-mcp","APIKey","campaigns:read","expired","10.196.109.72"
"AUTH01721","2025-06-28T21:54:32","svc-optimizer","APIKey","leads:write","expired","10.24.157.189"
"AUTH01722","2025-07-03T21:00:43","svc-mcp","mTLS","memory:rw","failure","10.194.167.218"
"AUTH01723","2025-08-06T23:02:04","analyst-ui","OIDC","leads:write","denied","10.198.71.1"
"AUTH01724","2025-05-10T05:32:00","svc-mcp","APIKey","campaigns:read","success","10.99.108.37"
"AUTH01725","2025-07-30T06:25:05","svc-optimizer","OIDC","memory:rw","denied","10.129.74.104"
"AUTH01726","2025-05-29T06:18:02","analyst-ui","mTLS","memory:rw","expired","10.244.103.168"
"AUTH01727","2025-06-24T02:34:40","svc-engagement","APIKey","leads:write","expired","10.205.134.145"
"AUTH01728","2025-07-13T01:48:54","svc-engagement","APIKey","campaigns:read","success","10.120.40.236"
"AUTH01729","2025-07-31T19:09:51","svc-mcp","APIKey","campaigns:read","expired","10.29.80.53"
"AUTH01730","2025-07-30T04:22:54","analyst-ui","APIKey","leads:write","failure","10.216.29.125"
"AUTH01731","2025-05-11T23:01:19","svc-optimizer","APIKey","memory:rw","expired","10.101.93.5"
"AUTH01732","2025-07-31T16:43:34","svc-engagement","OIDC","leads:write","expired","10.55.110.170"
"AUTH01733","2025-08-25T21:40:52","svc-engagement","OIDC","leads:write","success","10.113.215.53"
"AUTH01734","2025-06-04T08:28:42","svc-engagement","APIKey","memory:rw","failure","10.159.161.46"
"AUTH01735","2025-07-30T09:17:32","svc-engagement","mTLS","leads:read","success","10.153.38.76"
"AUTH01736","2025-07-19T06:19:08","svc-engagement","OIDC","campaigns:write","success","10.164.5.102"
"AUTH01737","2025-05-07T03:05:23","svc-engagement","mTLS","analytics:read","success","10.19.12.105"
"AUTH01738","2025-06-18T18:50:49","svc-mcp","mTLS","leads:write","failure","10.14.178.115"
"AUTH01739","2025-05-24T02:44:33","svc-mcp","OIDC","leads:read","failure","10.43.213.123"
"AUTH01740","2025-05-14T00:58:48","svc-optimizer","APIKey","leads:read","failure","10.118.229.171"
"AUTH01741","2025-05-09T03:16:08","svc-mcp","OIDC","memory:rw","expired","10.100.254.111"
"AUTH01742","2025-06-10T01:46:02","svc-engagement","OIDC","memory:rw","denied","10.56.178.109"
"AUTH01743","2025-06-04T02:45:45","svc-engagement","OIDC","campaigns:read","denied","10.138.192.221"
"AUTH01744","2025-06-09T00:18:26","analyst-ui","OIDC","leads:write","denied","10.101.247.34"
"AUTH01745","2025-05-17T21:28:29","svc-engagement","APIKey","campaigns:write","failure","10.203.22.76"
"AUTH01746","2025-06-24T06:08:08","svc-optimizer","mTLS","memory:rw","expired","10.167.193.132"
"AUTH01747","2025-05-20T00:59:58","svc-mcp","APIKey","analytics:read","failure","10.186.5.138"
"AUTH01748","2025-07-31T14:45:58","svc-mcp","OIDC","leads:read","failure","10.44.167.195"
"AUTH01749","2025-05-01T10:04:19","svc-engagement","APIKey","analytics:read","denied","10.24.35.232"
"AUTH01750","2025-05-29T19:34:22","analyst-ui","APIKey","campaigns:read","expired","10.67.206.48"
"AUTH01751","2025-08-28T20:16:42","svc-mcp","OIDC","campaigns:write","denied","10.208.187.84"
"AUTH01752","2025-05-14T02:33:16","svc-engagement","OIDC","leads:read","expired","10.178.169.113"
"AUTH01753","2025-05-18T10:11:36","svc-engagement","APIKey","analytics:read","failure","10.74.131.253"
"AUTH01754","2025-08-03T14:17:43","svc-mcp","APIKey","leads:write","expired","10.248.53.59"
"AUTH01755","2025-07-14T14:08:44","svc-mcp","mTLS","leads:write","failure","10.131.45.152"
"AUTH01756","2025-08-14T04:42:32","svc-engagement","APIKey","memory:rw","expired","10.81.201.223"
"AUTH01757","2025-08-16T05:55:20","svc-engagement","APIKey","campaigns:read","expired","10.102.162.10"
"AUTH01758","2025-07-29T04:03:23","svc-engagement","APIKey","analytics:read","denied","10.69.89.37"
"AUTH01759","2025-08-11T15:55:04","svc-mcp","APIKey","leads:write","denied","10.233.30.228"
"AUTH01760","2025-05-23T23:54:08","svc-mcp","APIKey","campaigns:write","denied","10.20.180.136"
"AUTH01761","2025-05-01T17:10:36","svc-engagement","OIDC","campaigns:write","success","10.177.187.197"
"AUTH01762","2025-06-09T07:36:50","svc-optimizer","OIDC","campaigns:read","expired","10.128.6.237"
"AUTH01763","2025-08-01T20:39:21","svc-engagement","mTLS","memory:rw","expired","10.12.93.91"
"AUTH01764","2025-08-24T11:29:00","analyst-ui","OIDC","leads:write","denied","10.188.164.20"
"AUTH01765","2025-06-07T13:51:05","svc-mcp","OIDC","leads:write","denied","10.252.242.157"
"AUTH01766","2025-07-14T10:11:14","svc-engagement","OIDC","leads:write","denied","10.177.62.132"
"AUTH01767","2025-06-10T14:36:12","svc-optimizer","OIDC","analytics:read","failure","10.88.36.77"
"AUTH01768","2025-08-28T02:17:46","svc-engagement","APIKey","leads:read","denied","10.208.5.203"
"AUTH01769","2025-07-21T16:10:02","svc-engagement","APIKey","campaigns:read","denied","10.0.118.75"
"AUTH01770","2025-06-21T06:40:42","svc-mcp","APIKey","leads:write","denied","10.21.4.210"
"AUTH01771","2025-05-27T02:36:07","svc-engagement","mTLS","campaigns:read","expired","10.49.108.182"
"AUTH01772","2025-06-16T18:50:03","svc-optimizer","mTLS","campaigns:write","expired","10.201.189.79"
"AUTH01773","2025-05-11T20:57:52","analyst-ui","APIKey","memory:rw","denied","10.106.251.47"
"AUTH01774","2025-05-19T08:15:22","analyst-ui","mTLS","campaigns:read","success","10.245.228.88"
"AUTH01775","2025-06-19T23:22:02","svc-engagement","APIKey","leads:write","failure","10.31.96.203"
"AUTH01776","2025-05-14T05:01:13","svc-engagement","mTLS","leads:write","failure","10.128.206.158"
"AUTH01777","2025-05-09T11:38:50","svc-optimizer","mTLS","leads:write","expired","10.116.71.12"
"AUTH01778","2025-06-18T09:29:21","svc-engagement","APIKey","campaigns:read","success","10.221.42.144"
"AUTH01779","2025-06-29T08:03:28","svc-mcp","OIDC","leads:read","failure","10.2.11.32"
"AUTH01780","2025-05-23T15:46:35","svc-optimizer","APIKey","analytics:read","expired","10.12.67.94"
"AUTH01781","2025-08-20T08:45:28","svc-engagement","APIKey","leads:write","success","10.49.153.64"
"AUTH01782","2025-07-12T08:08:48","analyst-ui","mTLS","memory:rw","denied","10.43.210.189"
"AUTH01783","2025-08-02T16:22:33","svc-mcp","mTLS","campaigns:read","expired","10.90.108.220"
"AUTH01784","2025-05-30T21:52:52","svc-engagement","APIKey","leads:read","denied","10.35.144.147"
"AUTH01785","2025-07-11T05:19:27","analyst-ui","APIKey","campaigns:read","failure","10.22.125.110"
"AUTH01786","2025-08-02T01:56:53","analyst-ui","mTLS","memory:rw","failure","10.132.203.192"
"AUTH01787","2025-08-22T14:59:33","svc-mcp","APIKey","campaigns:write","failure","10.45.59.78"
"AUTH01788","2025-05-24T17:55:49","svc-mcp","APIKey","analytics:read","expired","10.223.109.230"
"AUTH01789","2025-06-20T18:24:10","svc-engagement","OIDC","memory:rw","success","10.227.95.4"
"AUTH01790","2025-05-01T09:48:18","svc-engagement","OIDC","leads:write","expired","10.37.158.214"
"AUTH01791","2025-05-05T03:10:11","svc-optimizer","mTLS","memory:rw","expired","10.114.21.191"
"AUTH01792","2025-06-20T08:36:10","svc-optimizer","APIKey","leads:read","denied","10.168.6.41"
"AUTH01793","2025-07-05T12:23:34","svc-mcp","APIKey","campaigns:read","expired","10.80.169.25"
"AUTH01794","2025-05-06T04:44:01","svc-mcp","mTLS","leads:write","failure","10.32.21.4"
"AUTH01795","2025-07-18T00:23:18","analyst-ui","APIKey","leads:write","success","10.193.51.194"
"AUTH01796","2025-06-29T10:36:37","svc-mcp","APIKey","campaigns:write","success","10.47.118.120"
"AUTH01797","2025-06-05T21:02:53","svc-engagement","mTLS","campaigns:write","denied","10.62.253.105"
"AUTH01798","2025-06-27T13:03:20","analyst-ui","mTLS","memory:rw","denied","10.32.171.244"
"AUTH01799","2025-07-10T05:39:48","analyst-ui","mTLS","memory:rw","success","10.141.80.57"
"AUTH01800","2025-05-31T06:59:55","svc-optimizer","APIKey","leads:write","expired","10.120.213.128"
"AUTH01801","2025-05-24T15:59:31","analyst-ui","APIKey","memory:rw","success","10.90.189.217"
"AUTH01802","2025-07-08T16:06:19","svc-engagement","OIDC","analytics:read","denied","10.151.192.92"
"AUTH01803","2025-06-21T00:18:52","svc-optimizer","APIKey","campaigns:read","failure","10.179.200.226"
"AUTH01804","2025-06-30T14:52:32","svc-engagement","mTLS","leads:read","failure","10.42.243.37"
"AUTH01805","2025-06-25T06:02:39","svc-optimizer","mTLS","leads:write","denied","10.216.149.100"
"AUTH01806","2025-05-25T02:40:02","analyst-ui","APIKey","leads:read","success","10.50.100.157"
"AUTH01807","2025-07-01T02:34:00","svc-engagement","mTLS","memory:rw","success","10.202.217.23"
"AUTH01808","2025-06-29T20:42:34","analyst-ui","OIDC","campaigns:write","success","10.56.128.8"
"AUTH01809","2025-08-12T19:52:27","svc-mcp","APIKey","memory:rw","expired","10.11.162.180"
"AUTH01810","2025-06-02T10:27:38","svc-optimizer","OIDC","campaigns:read","success","10.79.144.80"
"AUTH01811","2025-08-20T12:11:05","svc-engagement","APIKey","analytics:read","failure","10.67.203.163"
"AUTH01812","2025-05-14T15:19:41","analyst-ui","mTLS","campaigns:read","failure","10.84.247.136"
"AUTH01813","2025-07-17T00:56:38","analyst-ui","mTLS","campaigns:read","failure","10.170.43.82"
"AUTH01814","2025-06-09T12:00:49","svc-mcp","APIKey","analytics:read","failure","10.225.219.62"
"AUTH01815","2025-07-29T19:34:53","svc-mcp","mTLS","memory:rw","expired","10.26.195.181"
"AUTH01816","2025-06-07T20:23:26","svc-engagement","APIKey","analytics:read","success","10.90.162.43"
"AUTH01817","2025-06-11T18:33:51","svc-optimizer","mTLS","leads:write","expired","10.197.191.100"
"AUTH01818","2025-05-09T01:07:44","analyst-ui","APIKey","memory:rw","success","10.159.194.62"
"AUTH01819","2025-07-28T15:24:15","svc-optimizer","APIKey","leads:write","success","10.152.125.12"
"AUTH01820","2025-07-29T22:05:11","analyst-ui","APIKey","campaigns:read","success","10.13.157.48"
"AUTH01821","2025-05-22T04:48:06","svc-mcp","OIDC","campaigns:write","expired","10.47.191.26"
"AUTH01822","2025-06-01T00:43:20","svc-optimizer","OIDC","memory:rw","success","10.84.1.64"
"AUTH01823","2025-06-03T16:02:51","svc-engagement","mTLS","analytics:read","failure","10.211.184.170"
"AUTH01824","2025-05-07T16:22:16","svc-mcp","OIDC","campaigns:write","success","10.194.30.48"
"AUTH01825","2025-08-07T07:48:40","svc-engagement","mTLS","analytics:read","failure","10.96.50.30"
"AUTH01826","2025-07-19T22:12:58","analyst-ui","OIDC","campaigns:read","denied","10.248.160.206"
"AUTH01827","2025-08-26T20:38:42","svc-optimizer","mTLS","analytics:read","success","10.216.100.245"
"AUTH01828","2025-05-05T21:52:59","svc-engagement","mTLS","leads:read","success","10.57.15.135"
"AUTH01829","2025-08-17T12:41:44","svc-engagement","OIDC","campaigns:write","success","10.75.42.52"
"AUTH01830","2025-08-17T19:48:06","analyst-ui","APIKey","campaigns:write","success","10.47.8.243"
"AUTH01831","2025-08-09T16:38:46","analyst-ui","APIKey","analytics:read","failure","10.15.252.26"
"AUTH01832","2025-07-26T00:14:08","svc-mcp","mTLS","memory:rw","denied","10.166.198.152"
"AUTH01833","2025-07-24T16:14:53","svc-mcp","OIDC","leads:write","expired","10.163.24.139"
"AUTH01834","2025-05-21T20:49:36","svc-mcp","OIDC","memory:rw","expired","10.253.121.148"
"AUTH01835","2025-07-02T13:26:05","svc-engagement","mTLS","campaigns:read","denied","10.254.29.145"
"AUTH01836","2025-08-05T17:46:05","svc-mcp","mTLS","leads:read","denied","10.170.78.253"
"AUTH01837","2025-06-07T19:35:34","analyst-ui","mTLS","campaigns:write","expired","10.63.20.228"
"AUTH01838","2025-05-31T01:32:15","svc-engagement","mTLS","leads:write","failure","10.129.54.238"
"AUTH01839","2025-05-02T02:44:21","analyst-ui","APIKey","memory:rw","denied","10.234.102.23"
"AUTH01840","2025-08-09T09:26:31","svc-engagement","OIDC","analytics:read","denied","10.30.220.46"
"AUTH01841","2025-06-28T01:14:45","analyst-ui","mTLS","campaigns:read","success","10.109.53.200"
"AUTH01842","2025-08-04T03:55:22","svc-optimizer","OIDC","campaigns:read","denied","10.119.192.229"
"AUTH01843","2025-05-26T13:09:35","svc-optimizer","APIKey","campaigns:read","denied","10.53.120.168"
"AUTH01844","2025-08-11T05:25:32","analyst-ui","mTLS","leads:read","denied","10.189.29.201"
"AUTH01845","2025-05-28T03:07:03","svc-engagement","mTLS","campaigns:write","success","10.176.213.75"
"AUTH01846","2025-07-15T09:17:27","svc-engagement","mTLS","analytics:read","denied","10.109.194.144"
"AUTH01847","2025-07-11T12:13:40","svc-mcp","APIKey","leads:write","denied","10.133.124.104"
"AUTH01848","2025-06-23T14:50:40","analyst-ui","OIDC","memory:rw","denied","10.27.96.254"
"AUTH01849","2025-06-10T05:15:08","svc-mcp","APIKey","campaigns:read","denied","10.14.113.53"
"AUTH01850","2025-07-13T04:39:43","svc-optimizer","mTLS","campaigns:read","success","10.215.160.110"
"AUTH01851","2025-05-07T23:13:16","svc-optimizer","OIDC","campaigns:write","success","10.157.93.160"
"AUTH01852","2025-07-11T05:08:07","svc-optimizer","APIKey","leads:write","success","10.31.247.65"
"AUTH01853","2025-08-19T15:11:01","svc-mcp","APIKey","leads:read","failure","10.253.221.106"
"AUTH01854","2025-06-05T19:54:25","svc-optimizer","APIKey","campaigns:write","failure","10.193.36.120"
"AUTH01855","2025-07-22T21:58:26","svc-engagement","mTLS","analytics:read","expired","10.109.244.201"
"AUTH01856","2025-07-22T04:06:12","svc-engagement","mTLS","leads:read","failure","10.128.180.35"
"AUTH01857","2025-05-17T21:42:33","svc-optimizer","OIDC","campaigns:write","failure","10.188.61.249"
"AUTH01858","2025-07-15T04:01:33","svc-optimizer","APIKey","memory:rw","success","10.118.199.235"
"AUTH01859","2025-05-25T13:25:50","svc-optimizer","APIKey","memory:rw","expired","10.28.128.176"
"AUTH01860","2025-05-03T05:36:38","svc-mcp","APIKey","analytics:read","failure","10.70.147.216"
"AUTH01861","2025-06-05T16:44:10","svc-optimizer","APIKey","memory:rw","success","10.146.57.142"
"AUTH01862","2025-05-11T01:52:14","analyst-ui","OIDC","analytics:read","failure","10.206.239.3"
"AUTH01863","2025-06-13T03:33:00","svc-optimizer","APIKey","analytics:read","expired","10.228.184.3"
"AUTH01864","2025-06-29T18:52:30","analyst-ui","mTLS","campaigns:read","failure","10.177.163.64"
"AUTH01865","2025-08-19T11:11:45","svc-mcp","OIDC","leads:read","denied","10.66.174.7"
"AUTH01866","2025-06-12T15:19:42","svc-optimizer","OIDC","memory:rw","denied","10.70.6.183"
"AUTH01867","2025-05-19T13:46:05","svc-engagement","OIDC","analytics:read","success","10.236.6.193"
"AUTH01868","2025-07-18T12:07:35","svc-engagement","mTLS","analytics:read","success","10.154.24.186"
"AUTH01869","2025-07-21T00:41:13","svc-mcp","OIDC","leads:write","denied","10.25.208.21"
"AUTH01870","2025-06-17T11:07:21","svc-mcp","APIKey","memory:rw","denied","10.191.147.2"
"AUTH01871","2025-08-11T02:52:41","svc-mcp","mTLS","analytics:read","denied","10.69.53.44"
"AUTH01872","2025-08-21T11:16:11","analyst-ui","OIDC","analytics:read","success","10.177.184.45"
"AUTH01873","2025-06-24T07:06:02","svc-engagement","APIKey","leads:read","failure","10.177.23.221"
"AUTH01874","2025-05-22T03:31:01","svc-engagement","OIDC","memory:rw","expired","10.197.195.214"
"AUTH01875","2025-07-06T15:15:13","svc-mcp","OIDC","analytics:read","denied","10.100.42.254"
"AUTH01876","2025-06-26T19:44:16","analyst-ui","APIKey","campaigns:read","expired","10.133.200.240"
"AUTH01877","2025-06-19T00:11:21","svc-mcp","OIDC","campaigns:write","expired","10.224.180.71"
"AUTH01878","2025-07-16T12:29:10","svc-engagement","APIKey","analytics:read","failure","10.232.112.216"
"AUTH01879","2025-07-22T09:02:16","svc-engagement","APIKey","analytics:read","denied","10.138.65.95"
"AUTH01880","2025-07-07T16:49:35","analyst-ui","OIDC","memory:rw","expired","10.11.231.155"
"AUTH01881","2025-07-10T04:47:35","svc-optimizer","mTLS","leads:read","denied","10.168.248.22"
"AUTH01882","2025-05-10T22:21:17","svc-engagement","APIKey","campaigns:read","failure","10.117.143.148"
"AUTH01883","2025-07-09T07:11:33","svc-optimizer","APIKey","campaigns:read","expired","10.178.64.136"
"AUTH01884","2025-07-12T00:45:41","svc-optimizer","mTLS","analytics:read","success","10.136.192.220"
"AUTH01885","2025-06-25T11:54:24","svc-engagement","OIDC","leads:read","denied","10.118.108.206"
"AUTH01886","2025-06-10T19:02:17","analyst-ui","OIDC","campaigns:read","expired","10.146.142.156"
"AUTH01887","2025-07-13T11:27:52","svc-mcp","OIDC","campaigns:write","denied","10.168.187.184"
"AUTH01888","2025-07-17T15:18:56","svc-mcp","mTLS","campaigns:write","success","10.184.228.31"
"AUTH01889","2025-05-05T06:34:59","svc-optimizer","APIKey","campaigns:write","success","10.98.82.127"
"AUTH01890","2025-05-06T00:14:56","svc-engagement","APIKey","campaigns:read","failure","10.43.90.163"
"AUTH01891","2025-05-10T13:47:30","analyst-ui","APIKey","leads:read","success","10.137.202.195"
"AUTH01892","2025-06-17T06:57:22","analyst-ui","APIKey","memory:rw","failure","10.251.186.229"
"AUTH01893","2025-05-14T03:44:51","svc-engagement","OIDC","leads:write","success","10.11.98.41"
"AUTH01894","2025-08-24T23:27:27","svc-optimizer","mTLS","campaigns:read","expired","10.127.190.166"
"AUTH01895","2025-06-17T11:12:17","svc-engagement","OIDC","leads:read","expired","10.212.213.242"
"AUTH01896","2025-06-09T14:31:20","svc-engagement","OIDC","leads:write","success","10.73.54.78"
"AUTH01897","2025-08-26T13:09:06","svc-optimizer","mTLS","leads:write","success","10.49.94.104"
"AUTH01898","2025-07-19T10:13:59","svc-optimizer","APIKey","campaigns:write","expired","10.0.190.216"
"AUTH01899","2025-06-08T16:03:25","svc-mcp","mTLS","campaigns:write","failure","10.46.108.141"
"AUTH01900","2025-08-13T20:30:55","svc-engagement","APIKey","memory:rw","expired","10.193.134.152"
"AUTH01901","2025-07-09T20:57:11","svc-engagement","APIKey","campaigns:write","success","10.114.95.158"
"AUTH01902","2025-08-11T19:58:32","analyst-ui","OIDC","leads:write","failure","10.143.73.40"
"AUTH01903","2025-07-27T14:33:39","svc-engagement","APIKey","campaigns:read","expired","10.51.15.56"
"AUTH01904","2025-05-04T23:33:26","svc-engagement","APIKey","leads:read","denied","10.146.148.243"
"AUTH01905","2025-05-14T03:15:27","analyst-ui","OIDC","memory:rw","denied","10.30.255.191"
"AUTH01906","2025-06-29T19:32:08","svc-engagement","mTLS","leads:read","failure","10.193.11.108"
"AUTH01907","2025-05-23T03:13:12","analyst-ui","OIDC","leads:write","success","10.84.115.19"
"AUTH01908","2025-06-16T13:29:10","svc-engagement","APIKey","leads:write","denied","10.179.246.28"
"AUTH01909","2025-07-10T03:32:41","svc-optimizer","APIKey","campaigns:write","success","10.35.32.2"
"AUTH01910","2025-08-09T22:54:41","svc-mcp","mTLS","campaigns:read","expired","10.63.122.93"
"AUTH01911","2025-05-01T11:23:17","svc-optimizer","APIKey","campaigns:write","failure","10.212.171.107"
"AUTH01912","2025-08-14T12:22:27","svc-optimizer","mTLS","campaigns:write","denied","10.180.215.120"
"AUTH01913","2025-06-23T18:25:48","svc-optimizer","OIDC","analytics:read","success","10.136.161.179"
"AUTH01914","2025-08-10T06:28:20","svc-optimizer","OIDC","analytics:read","denied","10.29.170.54"
"AUTH01915","2025-06-22T23:47:27","svc-mcp","OIDC","leads:read","failure","10.234.75.101"
"AUTH01916","2025-07-15T10:17:03","svc-mcp","mTLS","leads:read","failure","10.49.82.160"
"AUTH01917","2025-08-13T15:26:38","svc-engagement","OIDC","campaigns:write","success","10.94.136.155"
"AUTH01918","2025-05-06T11:44:55","svc-optimizer","mTLS","campaigns:read","failure","10.141.173.56"
"AUTH01919","2025-08-21T12:01:54","svc-optimizer","APIKey","memory:rw","success","10.54.5.10"
"AUTH01920","2025-06-29T23:39:12","svc-engagement","OIDC","campaigns:write","expired","10.28.50.89"
"AUTH01921","2025-08-06T05:07:49","svc-optimizer","APIKey","leads:write","success","10.203.97.173"
"AUTH01922","2025-05-08T07:56:01","svc-mcp","mTLS","leads:read","expired","10.73.241.144"
"AUTH01923","2025-07-10T00:53:09","analyst-ui","mTLS","analytics:read","failure","10.81.86.2"
"AUTH01924","2025-08-16T23:03:07","analyst-ui","APIKey","memory:rw","denied","10.179.231.63"
"AUTH01925","2025-08-03T16:18:55","svc-optimizer","OIDC","leads:read","denied","10.20.118.197"
"AUTH01926","2025-05-10T01:10:07","svc-optimizer","OIDC","leads:read","failure","10.155.46.134"
"AUTH01927","2025-06-22T22:28:44","svc-optimizer","APIKey","campaigns:read","success","10.221.122.97"
"AUTH01928","2025-06-18T23:17:58","svc-mcp","mTLS","leads:read","denied","10.49.163.65"
"AUTH01929","2025-05-24T10:22:03","svc-engagement","mTLS","campaigns:write","expired","10.78.222.142"
"AUTH01930","2025-05-11T19:17:53","svc-engagement","mTLS","leads:read","failure","10.73.254.250"
"AUTH01931","2025-08-17T10:03:15","analyst-ui","mTLS","memory:rw","failure","10.39.247.183"
"AUTH01932","2025-08-17T18:20:30","svc-optimizer","APIKey","memory:rw","failure","10.43.22.141"
"AUTH01933","2025-07-31T14:11:13","svc-optimizer","mTLS","memory:rw","success","10.122.88.150"
"AUTH01934","2025-05-27T13:46:30","svc-mcp","mTLS","campaigns:write","expired","10.172.38.83"
"AUTH01935","2025-07-04T06:48:08","analyst-ui","OIDC","memory:rw","failure","10.59.110.52"
"AUTH01936","2025-05-20T22:56:51","svc-mcp","mTLS","leads:write","failure","10.169.55.151"
"AUTH01937","2025-06-30T20:01:31","svc-mcp","mTLS","analytics:read","success","10.206.57.100"
"AUTH01938","2025-07-17T08:57:24","analyst-ui","OIDC","memory:rw","denied","10.203.92.46"
"AUTH01939","2025-06-29T02:58:58","svc-mcp","mTLS","leads:read","success","10.81.165.28"
"AUTH01940","2025-08-26T11:32:57","svc-optimizer","mTLS","memory:rw","denied","10.202.61.64"
"AUTH01941","2025-05-14T17:18:03","analyst-ui","mTLS","campaigns:write","expired","10.129.65.76"
"AUTH01942","2025-06-28T17:21:38","analyst-ui","OIDC","leads:read","failure","10.21.21.192"
"AUTH01943","2025-05-05T08:06:05","analyst-ui","OIDC","campaigns:write","expired","10.232.15.232"
"AUTH01944","2025-05-12T11:54:10","svc-engagement","OIDC","analytics:read","success","10.0.100.120"
"AUTH01945","2025-08-18T17:30:40","analyst-ui","mTLS","memory:rw","failure","10.180.197.25"
"AUTH01946","2025-06-03T23:16:15","svc-engagement","APIKey","leads:write","expired","10.248.99.150"
"AUTH01947","2025-05-27T03:21:04","svc-mcp","mTLS","leads:read","denied","10.64.117.209"
"AUTH01948","2025-07-06T03:22:52","analyst-ui","mTLS","leads:write","denied","10.190.6.230"
"AUTH01949","2025-08-17T04:53:58","svc-engagement","OIDC","campaigns:write","success","10.210.81.157"
"AUTH01950","2025-07-24T12:22:27","analyst-ui","OIDC","campaigns:read","expired","10.51.158.72"
"AUTH01951","2025-06-25T22:04:43","svc-engagement","mTLS","analytics:read","denied","10.246.71.63"
"AUTH01952","2025-05-26T07:28:38","svc-mcp","mTLS","analytics:read","failure","10.74.173.152"
"AUTH01953","2025-07-04T08:21:27","analyst-ui","APIKey","campaigns:write","expired","10.165.184.78"
"AUTH01954","2025-05-08T16:37:57","svc-optimizer","OIDC","campaigns:read","expired","10.162.103.36"
"AUTH01955","2025-08-20T23:53:48","svc-optimizer","mTLS","memory:rw","failure","10.201.221.46"
"AUTH01956","2025-06-02T18:51:28","analyst-ui","mTLS","leads:write","failure","10.139.62.144"
"AUTH01957","2025-05-11T21:35:38","svc-optimizer","APIKey","campaigns:read","failure","10.3.150.86"
"AUTH01958","2025-07-14T21:32:57","svc-optimizer","OIDC","leads:write","expired","10.65.137.139"
"AUTH01959","2025-07-27T22:57:39","svc-mcp","OIDC","campaigns:read","failure","10.83.202.141"
"AUTH01960","2025-07-29T15:44:40","svc-engagement","mTLS","memory:rw","expired","10.225.115.228"
"AUTH01961","2025-05-29T22:50:14","analyst-ui","APIKey","leads:read","expired","10.190.95.223"
"AUTH01962","2025-08-02T02:49:33","svc-mcp","mTLS","campaigns:read","failure","10.233.5.226"
"AUTH01963","2025-06-28T00:12:55","svc-engagement","mTLS","campaigns:read","expired","10.74.103.85"
"AUTH01964","2025-05-02T10:14:27","svc-engagement","OIDC","campaigns:read","denied","10.101.40.244"
"AUTH01965","2025-07-30T13:30:24","svc-engagement","OIDC","campaigns:read","failure","10.248.11.230"
"AUTH01966","2025-05-28T15:12:42","svc-mcp","OIDC","leads:read","denied","10.111.86.219"
"AUTH01967","2025-08-28T21:59:23","svc-optimizer","APIKey","memory:rw","success","10.4.163.204"
"AUTH01968","2025-06-30T13:42:53","svc-engagement","OIDC","memory:rw","denied","10.188.159.139"
"AUTH01969","2025-08-26T18:39:14","analyst-ui","OIDC","memory:rw","success","10.199.69.217"
"AUTH01970","2025-08-03T06:02:54","svc-engagement","APIKey","campaigns:write","denied","10.163.23.20"
"AUTH01971","2025-06-10T01:24:42","analyst-ui","APIKey","analytics:read","success","10.226.114.250"
"AUTH01972","2025-07-10T13:06:21","svc-mcp","APIKey","leads:write","denied","10.148.75.138"
"AUTH01973","2025-06-27T03:34:07","analyst-ui","mTLS","leads:read","failure","10.89.88.66"
"AUTH01974","2025-07-18T02:53:52","svc-optimizer","mTLS","leads:write","denied","10.49.67.26"
