"resource_uri","timestamp","scope","operation","success","actor"
"cache://memory","2025-06-17T20:01:26","search","INSERT","True","MCP-Server"
"kg://graph","2025-05-12T04:41:30","write","INSERT","True","Optimizer-Worker"
"db://interactions","2025-05-16T15:32:01","write","QUERY","True","Optimizer-Worker"
"analytics://events","2025-05-12T12:35:38","write","INSERT","False","Agent-Client"
"db://interactions","2025-07-24T16:22:49","write","INSERT","False","Agent-Client"
"db://interactions","2025-08-11T09:18:11","read","INSERT","True","Agent-Client"
"db://campaigns","2025-05-26T15:37:52","read","QUERY","False","MCP-Server"
"cache://memory","2025-08-15T01:33:17","search","MERGE","True","MCP-Server"
"db://interactions","2025-06-20T15:27:56","consolidate","UPSERT","False","Optimizer-Worker"
"cache://memory","2025-07-31T06:09:00","write","INSERT","True","Agent-Client"
"db://campaigns","2025-05-13T21:43:17","read","MERGE","True","MCP-Server"
"analytics://events","2025-06-01T23:03:46","read","QUERY","True","Optimizer-Worker"
"db://campaigns","2025-07-11T16:00:33","read","QUERY","False","Agent-Client"
"db://leads","2025-08-15T05:05:05","write","INSERT","True","Agent-Client"
"db://campaigns","2025-05-03T05:21:09","search","QUERY","False","Optimizer-Worker"
"db://campaigns","2025-05-05T12:02:55","read","MERGE","True","Agent-Client"
"db://interactions","2025-06-25T14:36:22","search","UPSERT","True","MCP-Server"
"cache://memory","2025-07-09T11:17:23","read","MERGE","True","Optimizer-Worker"
"analytics://events","2025-08-06T16:38:24","write","SELECT","True","MCP-Server"
"db://leads","2025-08-26T01:14:39","write","QUERY","True","Agent-Client"
"db://leads","2025-08-20T07:04:29","search","UPSERT","False","MCP-Server"
"analytics://events","2025-06-21T12:19:49","write","UPSERT","True","MCP-Server"
"kg://graph","2025-05-29T10:28:46","read","UPSERT","False","MCP-Server"
"db://leads","2025-06-03T19:32:39","consolidate","QUERY","True","Agent-Client"
"analytics://events","2025-05-31T17:03:29","write","UPDATE","True","Agent-Client"
"analytics://events","2025-05-06T20:45:28","search","UPSERT","True","Agent-Client"
"kg://graph","2025-07-24T22:30:35","write","INSERT","False","Agent-Client"
"cache://memory","2025-08-23T06:33:11","read","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-05-02T00:40:30","search","MERGE","False","Optimizer-Worker"
"cache://memory","2025-08-17T14:45:03","search","QUERY","True","MCP-Server"
"db://interactions","2025-05-05T14:53:12","consolidate","INSERT","True","MCP-Server"
"cache://memory","2025-08-12T01:14:23","read","QUERY","True","Agent-Client"
"db://interactions","2025-07-24T16:25:12","write","SELECT","True","MCP-Server"
"cache://memory","2025-08-27T02:55:59","write","UPSERT","True","MCP-Server"
"cache://memory","2025-06-02T13:09:25","consolidate","QUERY","True","Optimizer-Worker"
"cache://memory","2025-06-25T13:40:28","read","SELECT","True","MCP-Server"
"kg://graph","2025-05-21T20:35:13","write","SELECT","True","Agent-Client"
"db://leads","2025-05-03T20:48:07","consolidate","UPSERT","True","MCP-Server"
"cache://memory","2025-07-03T19:33:47","write","INSERT","False","Optimizer-Worker"
"cache://memory","2025-06-07T00:58:51","read","UPSERT","False","Agent-Client"
"analytics://events","2025-06-14T08:18:01","consolidate","MERGE","True","Optimizer-Worker"
"db://leads","2025-06-25T18:18:41","consolidate","SELECT","True","MCP-Server"
"cache://memory","2025-08-02T19:29:44","consolidate","MERGE","True","Optimizer-Worker"
"analytics://events","2025-06-02T01:00:26","consolidate","UPSERT","False","MCP-Server"
"db://campaigns","2025-06-09T02:09:35","read","QUERY","False","Agent-Client"
"cache://memory","2025-08-04T03:40:04","read","SELECT","True","Agent-Client"
"db://campaigns","2025-05-25T06:31:38","read","UPDATE","True","MCP-Server"
"db://leads","2025-07-14T18:23:56","search","UPSERT","False","MCP-Server"
"kg://graph","2025-08-05T19:22:12","consolidate","QUERY","True","Optimizer-Worker"
"db://leads","2025-05-27T04:57:00","search","SELECT","True","MCP-Server"
"db://interactions","2025-06-23T03:27:08","consolidate","QUERY","False","MCP-Server"
"analytics://events","2025-08-23T11:19:37","search","MERGE","True","Optimizer-Worker"
"cache://memory","2025-05-02T11:26:04","write","QUERY","False","Optimizer-Worker"
"db://campaigns","2025-05-28T01:58:55","write","UPSERT","True","Optimizer-Worker"
"db://leads","2025-07-05T17:52:47","consolidate","INSERT","True","Agent-Client"
"db://interactions","2025-06-07T06:12:46","write","QUERY","True","Agent-Client"
"analytics://events","2025-08-28T20:05:51","read","UPSERT","True","Optimizer-Worker"
"db://interactions","2025-05-04T14:26:28","write","UPSERT","True","Optimizer-Worker"
"db://leads","2025-06-12T07:02:14","consolidate","UPSERT","False","MCP-Server"
"db://interactions","2025-08-27T14:17:48","consolidate","UPDATE","True","Agent-Client"
"cache://memory","2025-06-24T17:46:13","search","SELECT","True","MCP-Server"
"kg://graph","2025-05-22T07:26:34","consolidate","INSERT","False","MCP-Server"
"db://campaigns","2025-08-03T21:50:35","search","INSERT","False","MCP-Server"
"db://leads","2025-07-28T19:45:32","write","SELECT","True","Agent-Client"
"db://campaigns","2025-05-08T10:42:34","write","SELECT","False","MCP-Server"
"analytics://events","2025-08-16T01:22:31","search","SELECT","False","Agent-Client"
"analytics://events","2025-06-03T10:34:26","search","UPDATE","True","Agent-Client"
"db://leads","2025-07-24T22:22:43","write","MERGE","True","Optimizer-Worker"
"kg://graph","2025-06-09T14:56:13","search","UPDATE","False","MCP-Server"
"kg://graph","2025-08-07T06:58:11","search","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-07-20T16:30:04","consolidate","UPDATE","True","Optimizer-Worker"
"cache://memory","2025-07-02T14:10:29","write","MERGE","False","MCP-Server"
"db://campaigns","2025-07-19T13:42:05","read","QUERY","True","Optimizer-Worker"
"kg://graph","2025-08-28T08:11:31","consolidate","QUERY","True","MCP-Server"
"db://campaigns","2025-05-26T12:54:56","consolidate","SELECT","True","Optimizer-Worker"
"analytics://events","2025-07-10T09:14:19","read","UPDATE","True","MCP-Server"
"db://interactions","2025-07-03T08:24:59","consolidate","UPDATE","False","Optimizer-Worker"
"db://leads","2025-06-09T08:10:11","write","SELECT","True","MCP-Server"
"kg://graph","2025-08-01T09:16:48","consolidate","QUERY","True","Optimizer-Worker"
"db://leads","2025-06-12T07:50:54","write","SELECT","True","MCP-Server"
"kg://graph","2025-07-19T06:43:35","read","QUERY","True","MCP-Server"
"db://campaigns","2025-08-13T07:10:35","write","SELECT","True","MCP-Server"
"cache://memory","2025-06-17T01:54:03","consolidate","QUERY","True","Agent-Client"
"db://leads","2025-06-26T15:29:05","consolidate","UPDATE","True","Agent-Client"
"analytics://events","2025-05-06T21:34:56","read","UPSERT","True","Optimizer-Worker"
"db://leads","2025-07-18T13:34:04","read","INSERT","True","Agent-Client"
"db://interactions","2025-06-08T09:54:50","search","SELECT","True","MCP-Server"
"kg://graph","2025-06-18T03:41:27","write","UPDATE","True","MCP-Server"
"db://campaigns","2025-07-29T20:45:23","read","MERGE","False","Agent-Client"
"analytics://events","2025-08-23T20:02:17","consolidate","UPDATE","True","Optimizer-Worker"
"db://campaigns","2025-08-12T16:19:47","search","MERGE","True","Agent-Client"
"db://campaigns","2025-07-31T02:53:52","consolidate","UPDATE","False","MCP-Server"
"cache://memory","2025-06-02T08:09:32","consolidate","QUERY","True","MCP-Server"
"analytics://events","2025-05-31T09:48:32","search","QUERY","False","Agent-Client"
"db://leads","2025-05-09T11:38:03","search","SELECT","True","MCP-Server"
"db://campaigns","2025-06-08T17:37:53","search","SELECT","True","Optimizer-Worker"
"db://interactions","2025-05-04T17:42:18","read","UPDATE","True","MCP-Server"
"db://leads","2025-08-01T00:49:06","search","MERGE","False","MCP-Server"
"db://interactions","2025-07-25T23:16:44","read","UPDATE","True","Optimizer-Worker"
"db://leads","2025-08-17T19:01:51","consolidate","SELECT","True","Agent-Client"
"db://leads","2025-07-19T07:59:33","read","UPSERT","True","MCP-Server"
"analytics://events","2025-08-28T19:13:52","write","MERGE","False","MCP-Server"
"kg://graph","2025-06-20T18:57:19","consolidate","MERGE","True","Optimizer-Worker"
"cache://memory","2025-05-29T17:41:36","search","MERGE","True","Optimizer-Worker"
"kg://graph","2025-08-13T03:13:17","write","SELECT","True","MCP-Server"
"cache://memory","2025-06-06T23:53:29","write","MERGE","True","Agent-Client"
"db://leads","2025-08-03T23:20:47","consolidate","INSERT","True","Optimizer-Worker"
"kg://graph","2025-07-07T00:44:31","write","MERGE","True","Agent-Client"
"db://interactions","2025-08-17T15:07:51","read","MERGE","True","Optimizer-Worker"
"kg://graph","2025-05-27T10:48:52","write","UPDATE","False","Optimizer-Worker"
"cache://memory","2025-07-19T09:11:15","search","MERGE","True","Agent-Client"
"db://leads","2025-06-12T01:08:58","search","QUERY","True","Agent-Client"
"analytics://events","2025-05-09T18:38:13","read","INSERT","True","Optimizer-Worker"
"db://interactions","2025-05-22T20:27:41","search","UPDATE","False","Agent-Client"
"cache://memory","2025-07-23T09:16:11","read","QUERY","True","Agent-Client"
"db://leads","2025-05-01T16:31:17","consolidate","SELECT","True","Optimizer-Worker"
"db://interactions","2025-05-05T13:27:21","consolidate","QUERY","True","MCP-Server"
"db://leads","2025-06-28T13:33:55","write","INSERT","True","Optimizer-Worker"
"db://campaigns","2025-08-14T23:05:50","write","SELECT","False","MCP-Server"
"db://interactions","2025-05-09T20:01:45","search","UPSERT","True","Optimizer-Worker"
"analytics://events","2025-06-24T22:33:51","write","UPDATE","True","MCP-Server"
"db://campaigns","2025-07-07T15:03:18","write","SELECT","False","Optimizer-Worker"
"cache://memory","2025-08-13T04:06:11","search","INSERT","True","Agent-Client"
"cache://memory","2025-06-28T13:57:45","write","UPDATE","True","MCP-Server"
"db://leads","2025-06-04T21:18:17","read","UPDATE","True","Agent-Client"
"db://leads","2025-06-25T05:18:33","consolidate","UPDATE","True","MCP-Server"
"analytics://events","2025-06-03T11:02:31","consolidate","MERGE","False","Optimizer-Worker"
"analytics://events","2025-05-11T17:36:04","read","INSERT","True","Agent-Client"
"db://campaigns","2025-08-21T21:37:43","search","INSERT","True","Agent-Client"
"analytics://events","2025-06-19T14:50:26","consolidate","UPDATE","False","MCP-Server"
"db://leads","2025-08-02T19:25:07","consolidate","INSERT","True","Agent-Client"
"db://campaigns","2025-05-19T14:15:14","consolidate","INSERT","True","Agent-Client"
"analytics://events","2025-08-09T15:15:32","consolidate","SELECT","True","Agent-Client"
"db://interactions","2025-08-06T06:49:20","write","QUERY","True","Optimizer-Worker"
"cache://memory","2025-05-28T03:12:29","read","INSERT","True","Agent-Client"
"db://campaigns","2025-08-19T13:47:22","consolidate","UPSERT","True","Agent-Client"
"db://interactions","2025-08-02T08:00:12","write","INSERT","True","Agent-Client"
"db://leads","2025-05-16T18:19:46","read","INSERT","False","MCP-Server"
"kg://graph","2025-07-04T03:24:05","write","INSERT","False","Optimizer-Worker"
"cache://memory","2025-05-27T21:42:21","read","UPSERT","True","MCP-Server"
"cache://memory","2025-06-01T14:28:39","consolidate","QUERY","True","MCP-Server"
"db://leads","2025-06-06T10:14:11","consolidate","SELECT","True","MCP-Server"
"kg://graph","2025-07-18T19:48:08","write","SELECT","True","MCP-Server"
"analytics://events","2025-08-07T20:12:10","read","UPSERT","False","Optimizer-Worker"
"db://campaigns","2025-08-24T19:38:30","read","INSERT","True","Agent-Client"
"db://interactions","2025-08-24T22:29:54","consolidate","MERGE","True","MCP-Server"
"kg://graph","2025-05-25T23:11:21","read","QUERY","True","MCP-Server"
"kg://graph","2025-08-21T18:49:49","read","SELECT","True","Agent-Client"
"analytics://events","2025-06-02T05:44:42","write","QUERY","True","Optimizer-Worker"
"db://campaigns","2025-06-09T05:59:32","search","UPSERT","False","Agent-Client"
"analytics://events","2025-05-08T11:04:05","consolidate","MERGE","True","Optimizer-Worker"
"cache://memory","2025-07-12T06:54:26","write","UPDATE","True","MCP-Server"
"analytics://events","2025-07-03T10:55:12","read","UPSERT","True","Optimizer-Worker"
"db://interactions","2025-05-20T08:55:02","consolidate","SELECT","False","MCP-Server"
"db://leads","2025-06-30T18:12:26","search","UPSERT","True","Agent-Client"
"kg://graph","2025-06-25T21:40:14","write","INSERT","True","Optimizer-Worker"
"db://leads","2025-08-14T14:47:06","consolidate","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-06-22T14:28:28","search","QUERY","True","Optimizer-Worker"
"analytics://events","2025-07-08T01:54:21","search","SELECT","False","Agent-Client"
"analytics://events","2025-06-03T13:14:09","consolidate","UPDATE","True","Agent-Client"
"cache://memory","2025-06-03T13:35:04","read","MERGE","True","Optimizer-Worker"
"db://leads","2025-06-27T17:28:27","consolidate","UPDATE","True","Agent-Client"
"db://interactions","2025-08-06T14:06:19","read","INSERT","True","MCP-Server"
"db://leads","2025-06-12T00:29:02","consolidate","INSERT","True","Agent-Client"
"db://leads","2025-06-20T00:57:20","search","UPDATE","True","Optimizer-Worker"
"db://leads","2025-08-17T15:26:57","search","UPSERT","True","Optimizer-Worker"
"db://interactions","2025-07-28T05:06:05","write","INSERT","False","Optimizer-Worker"
"kg://graph","2025-07-13T11:01:24","write","UPSERT","True","Agent-Client"
"db://leads","2025-06-06T09:08:46","read","UPSERT","False","Optimizer-Worker"
"db://campaigns","2025-08-20T04:47:38","write","UPSERT","True","MCP-Server"
"analytics://events","2025-05-24T06:38:38","read","MERGE","True","MCP-Server"
"cache://memory","2025-06-12T09:26:49","consolidate","UPSERT","True","Optimizer-Worker"
"db://interactions","2025-07-06T04:28:49","read","INSERT","False","Agent-Client"
"db://interactions","2025-05-16T18:00:31","consolidate","UPDATE","False","MCP-Server"
"kg://graph","2025-07-20T16:53:33","search","QUERY","True","MCP-Server"
"db://leads","2025-06-28T15:42:14","read","SELECT","True","Optimizer-Worker"
"kg://graph","2025-07-03T02:27:57","write","SELECT","True","MCP-Server"
"db://interactions","2025-05-16T01:39:27","write","MERGE","True","MCP-Server"
"db://campaigns","2025-08-11T20:30:16","read","QUERY","True","Agent-Client"
"cache://memory","2025-05-14T16:11:33","read","UPSERT","False","Optimizer-Worker"
"db://campaigns","2025-08-17T08:22:00","search","UPSERT","True","Optimizer-Worker"
"db://campaigns","2025-08-02T11:38:17","write","SELECT","True","MCP-Server"
"cache://memory","2025-07-27T13:46:46","consolidate","QUERY","True","Optimizer-Worker"
"db://interactions","2025-05-04T06:46:49","read","INSERT","True","MCP-Server"
"db://leads","2025-06-03T23:55:12","read","INSERT","True","MCP-Server"
"db://leads","2025-06-08T17:41:20","consolidate","UPSERT","True","Optimizer-Worker"
"db://campaigns","2025-07-20T02:52:39","write","SELECT","False","MCP-Server"
"db://leads","2025-07-07T02:21:59","search","INSERT","True","Optimizer-Worker"
"db://interactions","2025-06-19T10:31:17","write","INSERT","True","Optimizer-Worker"
"analytics://events","2025-08-12T05:51:07","consolidate","INSERT","True","Agent-Client"
"db://interactions","2025-05-17T08:21:43","write","UPSERT","False","Agent-Client"
"analytics://events","2025-05-29T05:41:05","search","SELECT","True","Agent-Client"
"db://leads","2025-05-12T08:02:02","write","SELECT","True","MCP-Server"
"db://leads","2025-07-20T00:40:54","write","INSERT","False","Agent-Client"
"cache://memory","2025-06-25T06:55:25","consolidate","QUERY","False","Agent-Client"
"db://campaigns","2025-07-04T21:48:38","search","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-06-23T12:37:48","search","QUERY","True","MCP-Server"
"db://interactions","2025-08-11T23:00:53","write","UPDATE","True","Optimizer-Worker"
"cache://memory","2025-06-07T05:05:36","consolidate","SELECT","False","Optimizer-Worker"
"db://campaigns","2025-06-28T12:19:21","read","INSERT","True","Agent-Client"
"cache://memory","2025-08-08T21:22:43","consolidate","INSERT","False","Agent-Client"
"cache://memory","2025-06-08T02:32:30","write","UPSERT","True","MCP-Server"
"db://campaigns","2025-07-14T15:58:09","read","INSERT","True","Agent-Client"
"cache://memory","2025-08-07T01:02:12","search","QUERY","True","Agent-Client"
"analytics://events","2025-07-26T07:13:25","write","QUERY","False","Agent-Client"
"db://interactions","2025-08-10T14:41:13","write","INSERT","True","MCP-Server"
"db://campaigns","2025-08-12T23:22:15","consolidate","UPDATE","True","Optimizer-Worker"
"analytics://events","2025-05-25T01:04:54","search","MERGE","True","Agent-Client"
"cache://memory","2025-07-07T11:40:44","write","UPSERT","True","Agent-Client"
"analytics://events","2025-05-12T23:20:12","consolidate","UPDATE","False","Optimizer-Worker"
"kg://graph","2025-08-17T10:07:45","write","INSERT","True","Agent-Client"
"cache://memory","2025-06-25T02:51:34","search","UPDATE","True","Agent-Client"
"cache://memory","2025-05-22T04:11:29","read","MERGE","True","Optimizer-Worker"
"analytics://events","2025-08-06T10:36:48","search","UPSERT","True","Agent-Client"
"db://leads","2025-08-14T03:13:07","write","MERGE","False","Agent-Client"
"cache://memory","2025-05-02T16:06:16","write","UPSERT","True","Optimizer-Worker"
"db://leads","2025-06-21T08:19:58","search","INSERT","True","Agent-Client"
"db://leads","2025-08-13T18:21:04","write","INSERT","False","Optimizer-Worker"
"db://campaigns","2025-06-11T14:03:02","consolidate","INSERT","True","Optimizer-Worker"
"cache://memory","2025-06-13T13:06:42","search","INSERT","True","Agent-Client"
"cache://memory","2025-08-14T23:36:18","search","INSERT","True","Agent-Client"
"analytics://events","2025-08-25T19:58:01","search","UPDATE","True","Optimizer-Worker"
"db://campaigns","2025-06-01T00:39:34","consolidate","MERGE","False","MCP-Server"
"analytics://events","2025-06-25T17:57:21","write","INSERT","True","MCP-Server"
"db://interactions","2025-05-21T05:56:09","search","MERGE","False","Agent-Client"
"kg://graph","2025-05-23T14:22:33","write","INSERT","True","MCP-Server"
"db://leads","2025-05-07T17:52:42","consolidate","UPSERT","True","MCP-Server"
"kg://graph","2025-08-08T05:44:46","write","QUERY","False","Optimizer-Worker"
"kg://graph","2025-08-13T08:22:04","write","UPSERT","True","Agent-Client"
"kg://graph","2025-07-05T12:41:29","search","UPDATE","True","MCP-Server"
"db://campaigns","2025-08-20T10:39:28","search","MERGE","True","MCP-Server"
"db://campaigns","2025-08-13T13:28:04","read","INSERT","True","Agent-Client"
"analytics://events","2025-08-21T00:29:10","write","UPSERT","True","MCP-Server"
"db://interactions","2025-07-01T06:38:26","search","UPSERT","False","MCP-Server"
"db://interactions","2025-08-15T12:07:38","write","SELECT","True","MCP-Server"
"db://interactions","2025-06-15T21:45:18","consolidate","INSERT","True","MCP-Server"
"db://interactions","2025-05-22T00:59:55","read","SELECT","True","Optimizer-Worker"
"db://leads","2025-05-25T13:56:17","search","MERGE","True","Optimizer-Worker"
"db://interactions","2025-08-07T00:58:38","write","MERGE","True","MCP-Server"
"analytics://events","2025-08-07T19:18:54","consolidate","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-05-28T01:34:43","write","QUERY","False","MCP-Server"
"db://interactions","2025-07-09T10:59:39","search","UPDATE","True","Optimizer-Worker"
"kg://graph","2025-06-30T06:18:08","read","MERGE","True","Agent-Client"
"cache://memory","2025-08-13T12:41:57","read","UPDATE","False","MCP-Server"
"db://leads","2025-05-18T14:59:06","search","UPSERT","True","Agent-Client"
"db://leads","2025-08-08T20:24:41","search","QUERY","True","Optimizer-Worker"
"db://campaigns","2025-06-30T16:42:24","consolidate","QUERY","False","Optimizer-Worker"
"db://interactions","2025-08-05T09:33:35","search","UPDATE","False","Agent-Client"
"db://leads","2025-05-23T23:29:44","search","UPSERT","False","Agent-Client"
"analytics://events","2025-05-01T11:04:39","consolidate","SELECT","False","Optimizer-Worker"
"db://interactions","2025-08-02T01:31:52","search","SELECT","True","Optimizer-Worker"
"analytics://events","2025-08-09T09:35:19","consolidate","INSERT","False","Optimizer-Worker"
"db://interactions","2025-07-29T12:18:28","write","UPSERT","True","MCP-Server"
"db://interactions","2025-08-26T07:00:24","search","QUERY","True","Optimizer-Worker"
"analytics://events","2025-05-18T06:03:48","search","SELECT","True","Agent-Client"
"cache://memory","2025-05-11T16:01:11","write","UPDATE","True","Optimizer-Worker"
"db://leads","2025-05-14T15:29:51","write","UPSERT","True","Agent-Client"
"db://interactions","2025-05-06T14:31:36","consolidate","SELECT","True","Agent-Client"
"db://leads","2025-08-14T01:34:46","search","INSERT","True","Optimizer-Worker"
"db://campaigns","2025-06-26T23:18:50","search","SELECT","True","Agent-Client"
"db://campaigns","2025-07-13T16:51:05","read","INSERT","True","MCP-Server"
"db://interactions","2025-05-20T21:25:46","consolidate","INSERT","True","MCP-Server"
"cache://memory","2025-08-24T06:59:26","consolidate","UPSERT","True","Optimizer-Worker"
"analytics://events","2025-07-14T02:07:48","consolidate","SELECT","True","Agent-Client"
"db://leads","2025-05-20T19:06:29","read","UPDATE","True","MCP-Server"
"db://campaigns","2025-06-23T17:34:05","consolidate","SELECT","False","MCP-Server"
"db://leads","2025-07-18T16:37:31","consolidate","INSERT","False","Agent-Client"
"db://leads","2025-07-05T15:15:46","search","QUERY","False","MCP-Server"
"db://leads","2025-06-25T15:40:33","write","MERGE","True","MCP-Server"
"analytics://events","2025-06-01T10:59:28","write","SELECT","True","MCP-Server"
"db://campaigns","2025-08-24T07:46:43","write","SELECT","True","MCP-Server"
"analytics://events","2025-08-21T12:07:47","consolidate","SELECT","False","MCP-Server"
"db://campaigns","2025-05-30T17:50:32","search","UPSERT","True","MCP-Server"
"db://leads","2025-07-19T20:06:36","write","SELECT","True","MCP-Server"
"kg://graph","2025-08-02T21:59:18","read","MERGE","True","MCP-Server"
"db://campaigns","2025-08-09T02:17:22","read","QUERY","True","Optimizer-Worker"
"cache://memory","2025-06-17T04:18:59","consolidate","SELECT","True","Agent-Client"
"kg://graph","2025-07-09T10:21:02","write","QUERY","True","Optimizer-Worker"
"kg://graph","2025-05-17T01:40:59","write","UPSERT","True","Optimizer-Worker"
"db://interactions","2025-08-01T04:39:22","read","INSERT","True","Optimizer-Worker"
"db://campaigns","2025-06-10T14:27:53","write","UPSERT","False","Agent-Client"
"db://leads","2025-06-02T17:51:16","read","UPSERT","True","MCP-Server"
"db://interactions","2025-07-28T05:03:34","write","UPSERT","False","Agent-Client"
"db://campaigns","2025-08-11T10:14:09","search","QUERY","True","Agent-Client"
"db://leads","2025-08-24T07:22:19","write","SELECT","True","Agent-Client"
"db://leads","2025-07-07T01:33:45","search","QUERY","True","MCP-Server"
"db://interactions","2025-07-02T19:47:43","write","QUERY","False","Agent-Client"
"cache://memory","2025-05-21T22:33:01","search","SELECT","True","MCP-Server"
"db://leads","2025-08-08T10:37:39","write","INSERT","True","MCP-Server"
"kg://graph","2025-05-30T06:51:26","consolidate","SELECT","True","MCP-Server"
"db://leads","2025-07-14T04:35:31","write","QUERY","True","MCP-Server"
"db://leads","2025-08-09T15:34:43","consolidate","INSERT","False","Optimizer-Worker"
"db://leads","2025-06-14T05:54:06","consolidate","QUERY","True","MCP-Server"
"db://leads","2025-05-29T17:18:19","search","QUERY","True","Agent-Client"
"db://campaigns","2025-08-26T18:07:42","search","INSERT","False","Agent-Client"
"analytics://events","2025-06-09T14:56:35","write","QUERY","True","MCP-Server"
"db://campaigns","2025-07-14T04:46:42","search","SELECT","True","Agent-Client"
"kg://graph","2025-05-12T21:56:02","consolidate","MERGE","True","Agent-Client"
"kg://graph","2025-05-21T11:08:38","search","INSERT","True","MCP-Server"
"db://campaigns","2025-06-29T08:06:51","consolidate","MERGE","True","MCP-Server"
"cache://memory","2025-07-07T22:25:11","write","UPDATE","True","MCP-Server"
"analytics://events","2025-06-22T19:10:03","read","INSERT","True","Optimizer-Worker"
"kg://graph","2025-07-31T14:13:30","write","MERGE","True","MCP-Server"
"cache://memory","2025-06-10T22:09:46","consolidate","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-07-11T02:11:54","search","MERGE","True","MCP-Server"
"kg://graph","2025-07-29T10:04:54","consolidate","UPDATE","True","Agent-Client"
"db://interactions","2025-08-11T16:31:15","consolidate","INSERT","True","Agent-Client"
"db://campaigns","2025-06-21T06:57:34","search","INSERT","True","MCP-Server"
"db://interactions","2025-07-26T23:45:52","read","UPDATE","True","Agent-Client"
"kg://graph","2025-08-11T19:13:03","consolidate","SELECT","True","Agent-Client"
"cache://memory","2025-08-09T05:37:27","search","UPSERT","True","MCP-Server"
"db://interactions","2025-06-07T01:18:45","search","SELECT","True","Agent-Client"
"kg://graph","2025-08-28T17:22:26","read","UPSERT","True","Optimizer-Worker"
"db://campaigns","2025-05-30T08:56:53","consolidate","QUERY","True","MCP-Server"
"cache://memory","2025-08-26T01:39:42","consolidate","UPDATE","True","MCP-Server"
"db://leads","2025-05-07T00:59:55","consolidate","MERGE","True","Agent-Client"
"kg://graph","2025-07-29T18:21:42","consolidate","UPDATE","True","Optimizer-Worker"
"analytics://events","2025-06-15T20:47:48","consolidate","QUERY","True","Optimizer-Worker"
"db://interactions","2025-06-21T06:41:11","read","INSERT","True","Agent-Client"
"db://leads","2025-07-24T05:45:16","search","SELECT","True","Agent-Client"
"kg://graph","2025-07-12T19:57:32","consolidate","SELECT","True","MCP-Server"
"db://campaigns","2025-08-11T09:18:41","search","UPSERT","True","Optimizer-Worker"
"cache://memory","2025-06-12T05:33:03","write","UPDATE","True","Optimizer-Worker"
"kg://graph","2025-07-25T14:03:03","read","UPSERT","True","Agent-Client"
"db://campaigns","2025-05-12T22:45:09","search","QUERY","False","Agent-Client"
"db://leads","2025-05-10T15:04:03","search","SELECT","True","MCP-Server"
"db://leads","2025-07-29T05:14:57","write","UPSERT","True","MCP-Server"
"analytics://events","2025-07-09T15:33:41","search","UPSERT","True","Agent-Client"
"analytics://events","2025-05-19T13:05:32","read","UPDATE","False","MCP-Server"
"kg://graph","2025-08-15T00:13:43","write","QUERY","True","Agent-Client"
"db://campaigns","2025-05-26T03:32:47","search","SELECT","True","Agent-Client"
"db://interactions","2025-07-06T15:10:28","search","SELECT","True","Agent-Client"
"db://leads","2025-07-13T04:56:46","read","QUERY","True","MCP-Server"
"cache://memory","2025-06-19T05:54:57","write","UPDATE","False","Optimizer-Worker"
"cache://memory","2025-07-01T05:53:47","write","SELECT","False","Optimizer-Worker"
"db://campaigns","2025-06-08T02:06:14","search","UPSERT","True","Agent-Client"
"analytics://events","2025-06-07T00:17:23","consolidate","MERGE","True","MCP-Server"
"cache://memory","2025-07-22T21:08:43","read","QUERY","True","Optimizer-Worker"
"db://campaigns","2025-06-11T08:04:22","consolidate","MERGE","False","Agent-Client"
"analytics://events","2025-05-17T06:27:21","search","INSERT","True","MCP-Server"
"db://campaigns","2025-07-18T01:13:37","read","QUERY","True","MCP-Server"
"db://campaigns","2025-05-12T12:39:51","consolidate","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-06-15T12:47:01","consolidate","UPSERT","False","Optimizer-Worker"
"analytics://events","2025-08-19T20:19:26","write","MERGE","False","MCP-Server"
"db://campaigns","2025-05-03T17:30:56","write","SELECT","True","Agent-Client"
"db://campaigns","2025-05-22T22:52:59","read","INSERT","True","Optimizer-Worker"
"cache://memory","2025-05-05T08:11:48","read","UPDATE","True","Optimizer-Worker"
"db://leads","2025-08-03T04:39:57","write","QUERY","True","Agent-Client"
"db://campaigns","2025-07-15T16:20:43","write","UPSERT","True","MCP-Server"
"kg://graph","2025-06-06T04:39:08","write","UPSERT","False","Agent-Client"
"cache://memory","2025-07-11T21:45:12","search","QUERY","False","Optimizer-Worker"
"db://campaigns","2025-05-27T09:38:28","search","MERGE","True","Agent-Client"
"kg://graph","2025-06-23T22:53:09","consolidate","MERGE","True","Agent-Client"
"db://campaigns","2025-05-14T08:08:15","read","MERGE","True","MCP-Server"
"db://interactions","2025-06-27T18:18:40","read","MERGE","True","MCP-Server"
"cache://memory","2025-05-05T02:19:31","write","MERGE","True","Optimizer-Worker"
"analytics://events","2025-05-22T16:06:03","consolidate","UPDATE","True","Optimizer-Worker"
"cache://memory","2025-05-02T16:40:53","consolidate","INSERT","True","MCP-Server"
