"rpc_id","timestamp","transport","method","params_bytes","duration_ms","status_code","source_agent_type","target_resource"
"RPC004979","2025-06-14T08:18:01","HTTP","trackEvent","2220","1064","200","Engagement","db://leads"
"RPC004980","2025-06-25T18:18:41","WebSocket","fetchMemory","3976","904","400","Engagement","cache://memory"
"RPC004981","2025-08-02T19:29:44","HTTP","getLead","1995","1036","200","Engagement","analytics://events"
"RPC004982","2025-06-02T01:00:26","HTTP","optimizeCampaign","2371","1012","200","LeadTriage","analytics://events"
"RPC004983","2025-06-09T02:09:35","WebSocket","getLead","480","178","500","Engagement","db://interactions"
"RPC004984","2025-08-04T03:40:04","WebSocket","updateLead","2923","175","200","Optimizer","db://interactions"
"RPC004985","2025-05-25T06:31:38","HTTP","storeMemory","2768","590","200","Engagement","cache://memory"
"RPC004986","2025-07-14T18:23:56","HTTP","updateLead","240","678","401","Optimizer","cache://memory"
"RPC004987","2025-08-05T19:22:12","HTTP","getLead","3188","1476","500","LeadTriage","db://leads"
"RPC004988","2025-05-27T04:57:00","HTTP","consolidateMemory","2179","503","403","LeadTriage","cache://memory"
"RPC004989","2025-06-23T03:27:08","WebSocket","consolidateMemory","2208","784","400","Optimizer","cache://memory"
"RPC004990","2025-08-23T11:19:37","HTTP","updateLead","2000","1196","403","Engagement","db://interactions"
"RPC004991","2025-05-02T11:26:04","WebSocket","recommendAction","4832","968","401","Optimizer","analytics://events"
"RPC004992","2025-05-28T01:58:55","WebSocket","recommendAction","4083","1066","500","Engagement","analytics://events"
"RPC004993","2025-07-05T17:52:47","HTTP","fetchMemory","1644","575","401","LeadTriage","analytics://events"
"RPC004994","2025-06-07T06:12:46","WebSocket","recommendAction","2904","851","200","Engagement","db://leads"
"RPC004995","2025-08-28T20:05:51","HTTP","optimizeCampaign","833","829","401","LeadTriage","cache://memory"
"RPC004996","2025-05-04T14:26:28","WebSocket","getLead","1331","725","500","Engagement","db://leads"
"RPC004997","2025-06-12T07:02:14","WebSocket","recommendAction","1107","448","200","Engagement","analytics://events"
"RPC004998","2025-08-27T14:17:48","WebSocket","fetchMemory","4961","183","200","Engagement","kg://graph"
"RPC004999","2025-06-24T17:46:13","WebSocket","optimizeCampaign","3669","1139","400","Engagement","analytics://events"
"RPC005000","2025-05-22T07:26:34","HTTP","recommendAction","4792","1117","500","LeadTriage","analytics://events"
"RPC005001","2025-08-03T21:50:35","HTTP","getLead","2325","1137","400","LeadTriage","analytics://events"
"RPC005002","2025-07-28T19:45:32","WebSocket","fetchMemory","4115","1444","403","Engagement","db://leads"
"RPC005003","2025-05-08T10:42:34","WebSocket","trackEvent","4232","21","400","Engagement","cache://memory"
"RPC005004","2025-08-16T01:22:31","HTTP","fetchMemory","4622","563","200","Optimizer","cache://memory"
"RPC005005","2025-06-03T10:34:26","HTTP","consolidateMemory","415","32","401","LeadTriage","analytics://events"
"RPC005006","2025-07-24T22:22:43","HTTP","searchGraph","5000","59","400","Engagement","cache://memory"
"RPC005007","2025-06-09T14:56:13","HTTP","consolidateMemory","3401","1200","403","Optimizer","kg://graph"
"RPC005008","2025-08-07T06:58:11","HTTP","trackEvent","3888","1413","500","LeadTriage","kg://graph"
"RPC005009","2025-07-20T16:30:04","WebSocket","updateLead","1179","336","200","Engagement","db://leads"
"RPC005010","2025-07-02T14:10:29","HTTP","recommendAction","2914","891","200","LeadTriage","cache://memory"
"RPC005011","2025-07-19T13:42:05","WebSocket","trackEvent","2976","212","200","Optimizer","analytics://events"
"RPC005012","2025-08-28T08:11:31","HTTP","getLead","278","1220","200","Optimizer","db://leads"
"RPC005013","2025-05-26T12:54:56","HTTP","updateLead","245","587","200","LeadTriage","cache://memory"
"RPC005014","2025-07-10T09:14:19","WebSocket","trackEvent","3593","987","200","LeadTriage","db://interactions"
"RPC005015","2025-07-03T08:24:59","HTTP","optimizeCampaign","3692","747","500","Optimizer","db://interactions"
"RPC005016","2025-06-09T08:10:11","HTTP","optimizeCampaign","868","472","200","Engagement","db://interactions"
"RPC005017","2025-08-01T09:16:48","HTTP","storeMemory","751","515","200","LeadTriage","kg://graph"
"RPC005018","2025-06-12T07:50:54","WebSocket","consolidateMemory","4334","83","200","LeadTriage","kg://graph"
"RPC005019","2025-07-19T06:43:35","WebSocket","fetchMemory","4243","1327","200","LeadTriage","db://leads"
"RPC005020","2025-08-13T07:10:35","WebSocket","storeMemory","3625","1054","200","LeadTriage","db://interactions"
"RPC005021","2025-06-17T01:54:03","WebSocket","searchGraph","594","716","200","LeadTriage","cache://memory"
"RPC005022","2025-06-26T15:29:05","HTTP","updateLead","2592","778","400","Optimizer","db://interactions"
"RPC005023","2025-05-06T21:34:56","HTTP","getLead","2079","799","403","Optimizer","db://leads"
"RPC005024","2025-07-18T13:34:04","WebSocket","consolidateMemory","2664","390","500","LeadTriage","analytics://events"
"RPC005025","2025-06-08T09:54:50","WebSocket","recommendAction","1362","979","200","Engagement","cache://memory"
"RPC005026","2025-06-18T03:41:27","HTTP","updateLead","785","353","401","Optimizer","db://interactions"
"RPC005027","2025-07-29T20:45:23","WebSocket","fetchMemory","2751","1140","200","LeadTriage","db://interactions"
"RPC005028","2025-08-23T20:02:17","WebSocket","optimizeCampaign","2647","1337","401","LeadTriage","kg://graph"
"RPC005029","2025-08-12T16:19:47","WebSocket","storeMemory","2544","875","400","LeadTriage","cache://memory"
"RPC005030","2025-07-31T02:53:52","WebSocket","recommendAction","3987","48","500","Engagement","kg://graph"
"RPC005031","2025-06-02T08:09:32","WebSocket","fetchMemory","208","1447","403","LeadTriage","db://leads"
"RPC005032","2025-05-31T09:48:32","WebSocket","searchGraph","4077","109","200","Engagement","cache://memory"
"RPC005033","2025-05-09T11:38:03","WebSocket","fetchMemory","3615","663","500","LeadTriage","kg://graph"
"RPC005034","2025-06-08T17:37:53","WebSocket","getLead","4485","1494","200","LeadTriage","kg://graph"
"RPC005035","2025-05-04T17:42:18","HTTP","recommendAction","1133","1318","400","LeadTriage","db://leads"
"RPC005036","2025-08-01T00:49:06","WebSocket","fetchMemory","4365","884","500","LeadTriage","cache://memory"
"RPC005037","2025-07-25T23:16:44","HTTP","getLead","3574","45","200","Engagement","db://interactions"
"RPC005038","2025-08-17T19:01:51","WebSocket","searchGraph","874","1144","200","Engagement","kg://graph"
"RPC005039","2025-07-19T07:59:33","WebSocket","trackEvent","2705","70","200","Engagement","cache://memory"
"RPC005040","2025-08-28T19:13:52","WebSocket","updateLead","4230","510","200","LeadTriage","db://interactions"
"RPC005041","2025-06-20T18:57:19","HTTP","fetchMemory","550","190","200","Engagement","kg://graph"
"RPC005042","2025-05-29T17:41:36","HTTP","getLead","4350","247","400","Optimizer","db://leads"
"RPC005043","2025-08-13T03:13:17","WebSocket","trackEvent","1249","1168","500","Engagement","db://leads"
"RPC005044","2025-06-06T23:53:29","HTTP","fetchMemory","285","69","500","Optimizer","analytics://events"
"RPC005045","2025-08-03T23:20:47","HTTP","getLead","3803","63","200","LeadTriage","cache://memory"
"RPC005046","2025-07-07T00:44:31","WebSocket","trackEvent","3804","919","403","Engagement","cache://memory"
"RPC005047","2025-08-17T15:07:51","WebSocket","updateLead","1338","1239","200","Optimizer","cache://memory"
"RPC005048","2025-05-27T10:48:52","WebSocket","fetchMemory","885","1114","200","LeadTriage","db://leads"
"RPC005049","2025-07-19T09:11:15","HTTP","updateLead","4824","806","200","Optimizer","analytics://events"
"RPC005050","2025-06-12T01:08:58","WebSocket","recommendAction","4600","1100","400","Engagement","db://interactions"
"RPC005051","2025-05-09T18:38:13","WebSocket","searchGraph","3809","413","200","LeadTriage","analytics://events"
"RPC005052","2025-05-22T20:27:41","HTTP","searchGraph","1247","1292","200","Optimizer","analytics://events"
"RPC005053","2025-07-23T09:16:11","WebSocket","trackEvent","3626","718","500","Engagement","kg://graph"
"RPC005054","2025-05-01T16:31:17","WebSocket","updateLead","545","7","403","Optimizer","cache://memory"
"RPC005055","2025-05-05T13:27:21","HTTP","trackEvent","1932","996","200","Engagement","analytics://events"
"RPC005056","2025-06-28T13:33:55","HTTP","consolidateMemory","411","416","200","Optimizer","db://leads"
"RPC005057","2025-08-14T23:05:50","WebSocket","getLead","1043","284","200","Optimizer","db://interactions"
"RPC005058","2025-05-09T20:01:45","HTTP","getLead","2450","411","403","Engagement","db://interactions"
"RPC005059","2025-06-24T22:33:51","HTTP","searchGraph","3637","1074","200","Engagement","kg://graph"
"RPC005060","2025-07-07T15:03:18","WebSocket","fetchMemory","1205","284","403","LeadTriage","cache://memory"
"RPC005061","2025-08-13T04:06:11","HTTP","trackEvent","585","650","200","LeadTriage","db://interactions"
"RPC005062","2025-06-28T13:57:45","HTTP","consolidateMemory","598","631","200","Optimizer","analytics://events"
"RPC005063","2025-06-04T21:18:17","HTTP","optimizeCampaign","1852","1418","400","Optimizer","db://leads"
"RPC005064","2025-06-25T05:18:33","WebSocket","storeMemory","4108","413","200","LeadTriage","db://leads"
"RPC005065","2025-06-03T11:02:31","HTTP","trackEvent","3666","1245","500","Engagement","kg://graph"
"RPC005066","2025-05-11T17:36:04","WebSocket","updateLead","2327","771","400","Optimizer","db://interactions"
"RPC005067","2025-08-21T21:37:43","HTTP","trackEvent","3799","1087","200","Optimizer","kg://graph"
"RPC005068","2025-06-19T14:50:26","WebSocket","updateLead","1877","1384","200","LeadTriage","cache://memory"
"RPC005069","2025-08-02T19:25:07","WebSocket","trackEvent","3664","892","500","Engagement","db://leads"
"RPC005070","2025-05-19T14:15:14","HTTP","searchGraph","2410","14","200","Engagement","db://interactions"
"RPC005071","2025-08-09T15:15:32","WebSocket","fetchMemory","3233","93","200","LeadTriage","cache://memory"
"RPC005072","2025-08-06T06:49:20","HTTP","recommendAction","2430","66","403","Engagement","cache://memory"
"RPC005073","2025-05-28T03:12:29","HTTP","optimizeCampaign","3170","725","200","Engagement","cache://memory"
"RPC005074","2025-08-19T13:47:22","WebSocket","storeMemory","1149","1045","500","Optimizer","db://leads"
"RPC005075","2025-08-02T08:00:12","HTTP","recommendAction","4729","504","200","LeadTriage","cache://memory"
"RPC005076","2025-05-16T18:19:46","HTTP","updateLead","1700","1047","200","Engagement","analytics://events"
"RPC005077","2025-07-04T03:24:05","WebSocket","storeMemory","1479","300","200","Engagement","db://interactions"
"RPC005078","2025-05-27T21:42:21","HTTP","storeMemory","4973","1444","200","Engagement","cache://memory"
"RPC005079","2025-06-01T14:28:39","WebSocket","getLead","1754","1200","200","Optimizer","cache://memory"
"RPC005080","2025-06-06T10:14:11","HTTP","getLead","2731","208","200","Optimizer","db://leads"
"RPC005081","2025-07-18T19:48:08","HTTP","consolidateMemory","4340","1374","500","Optimizer","analytics://events"
"RPC005082","2025-08-07T20:12:10","HTTP","getLead","2625","105","200","LeadTriage","cache://memory"
"RPC005083","2025-08-24T19:38:30","HTTP","recommendAction","552","892","401","Optimizer","analytics://events"
"RPC005084","2025-08-24T22:29:54","WebSocket","getLead","4794","1344","200","LeadTriage","kg://graph"
"RPC005085","2025-05-25T23:11:21","WebSocket","searchGraph","4648","84","200","Engagement","cache://memory"
"RPC005086","2025-08-21T18:49:49","WebSocket","consolidateMemory","4069","620","200","Optimizer","db://leads"
"RPC005087","2025-06-02T05:44:42","WebSocket","recommendAction","568","546","400","Optimizer","db://interactions"
"RPC005088","2025-06-09T05:59:32","WebSocket","trackEvent","4677","26","500","LeadTriage","analytics://events"
"RPC005089","2025-05-08T11:04:05","HTTP","updateLead","2190","1050","403","Optimizer","analytics://events"
"RPC005090","2025-07-12T06:54:26","HTTP","fetchMemory","317","43","200","LeadTriage","kg://graph"
"RPC005091","2025-07-03T10:55:12","WebSocket","fetchMemory","2626","56","500","Optimizer","analytics://events"
"RPC005092","2025-05-20T08:55:02","WebSocket","searchGraph","357","699","400","LeadTriage","kg://graph"
"RPC005093","2025-06-30T18:12:26","WebSocket","getLead","3261","450","200","Optimizer","db://interactions"
"RPC005094","2025-06-25T21:40:14","WebSocket","getLead","1505","26","200","LeadTriage","kg://graph"
"RPC005095","2025-08-14T14:47:06","WebSocket","trackEvent","646","1200","500","LeadTriage","db://interactions"
"RPC005096","2025-06-22T14:28:28","HTTP","searchGraph","1992","899","403","Optimizer","kg://graph"
"RPC005097","2025-07-08T01:54:21","HTTP","trackEvent","2719","1277","400","Optimizer","cache://memory"
"RPC005098","2025-06-03T13:14:09","WebSocket","getLead","228","1353","500","Optimizer","db://interactions"
"RPC005099","2025-06-03T13:35:04","HTTP","recommendAction","3595","777","200","LeadTriage","db://leads"
"RPC005100","2025-06-27T17:28:27","HTTP","optimizeCampaign","3469","414","200","Engagement","cache://memory"
"RPC005101","2025-08-06T14:06:19","WebSocket","recommendAction","1961","487","200","LeadTriage","cache://memory"
"RPC005102","2025-06-12T00:29:02","WebSocket","storeMemory","2582","888","200","Optimizer","db://leads"
"RPC005103","2025-06-20T00:57:20","WebSocket","fetchMemory","4551","903","200","Optimizer","cache://memory"
"RPC005104","2025-08-17T15:26:57","WebSocket","searchGraph","3319","741","400","Engagement","db://interactions"
"RPC005105","2025-07-28T05:06:05","HTTP","storeMemory","625","89","403","LeadTriage","analytics://events"
"RPC005106","2025-07-13T11:01:24","HTTP","searchGraph","364","180","400","Engagement","cache://memory"
"RPC005107","2025-06-06T09:08:46","WebSocket","storeMemory","843","1135","403","LeadTriage","analytics://events"
"RPC005108","2025-08-20T04:47:38","WebSocket","consolidateMemory","1400","74","401","Optimizer","db://leads"
"RPC005109","2025-05-24T06:38:38","WebSocket","fetchMemory","4537","1424","200","Engagement","cache://memory"
"RPC005110","2025-06-12T09:26:49","WebSocket","consolidateMemory","3545","1324","200","Optimizer","kg://graph"
"RPC005111","2025-07-06T04:28:49","HTTP","fetchMemory","2061","284","400","Optimizer","cache://memory"
"RPC005112","2025-05-16T18:00:31","WebSocket","searchGraph","4924","1189","403","Optimizer","kg://graph"
"RPC005113","2025-07-20T16:53:33","HTTP","fetchMemory","1234","551","200","LeadTriage","kg://graph"
"RPC005114","2025-06-28T15:42:14","WebSocket","trackEvent","263","275","500","Engagement","db://leads"
"RPC005115","2025-07-03T02:27:57","HTTP","recommendAction","3390","547","200","LeadTriage","db://interactions"
"RPC005116","2025-05-16T01:39:27","WebSocket","searchGraph","3781","915","500","Optimizer","analytics://events"
"RPC005117","2025-08-11T20:30:16","HTTP","fetchMemory","3253","1464","401","Engagement","db://interactions"
"RPC005118","2025-05-14T16:11:33","HTTP","optimizeCampaign","4014","1338","403","Engagement","db://interactions"
"RPC005119","2025-08-17T08:22:00","HTTP","consolidateMemory","4495","1298","200","Engagement","db://interactions"
"RPC005120","2025-08-02T11:38:17","WebSocket","trackEvent","4005","52","200","Optimizer","analytics://events"
"RPC005121","2025-07-27T13:46:46","WebSocket","optimizeCampaign","2559","546","200","LeadTriage","analytics://events"
"RPC005122","2025-05-04T06:46:49","WebSocket","storeMemory","4941","392","401","Optimizer","cache://memory"
"RPC005123","2025-06-03T23:55:12","WebSocket","searchGraph","713","664","200","LeadTriage","db://leads"
"RPC005124","2025-06-08T17:41:20","WebSocket","searchGraph","2102","761","200","LeadTriage","db://leads"
"RPC005125","2025-07-20T02:52:39","HTTP","updateLead","2230","145","400","Optimizer","cache://memory"
"RPC005126","2025-07-07T02:21:59","WebSocket","trackEvent","221","1098","401","Engagement","kg://graph"
"RPC005127","2025-06-19T10:31:17","HTTP","getLead","3716","38","200","Optimizer","db://leads"
"RPC005128","2025-08-12T05:51:07","WebSocket","fetchMemory","668","1129","200","Engagement","db://interactions"
"RPC005129","2025-05-17T08:21:43","WebSocket","searchGraph","1592","166","200","LeadTriage","analytics://events"
"RPC005130","2025-05-29T05:41:05","WebSocket","optimizeCampaign","4913","996","500","LeadTriage","cache://memory"
"RPC005131","2025-05-12T08:02:02","HTTP","optimizeCampaign","3238","1210","403","LeadTriage","kg://graph"
"RPC005132","2025-07-20T00:40:54","HTTP","trackEvent","3678","173","200","LeadTriage","db://leads"
"RPC005133","2025-06-25T06:55:25","WebSocket","optimizeCampaign","3790","1203","400","LeadTriage","kg://graph"
"RPC005134","2025-07-04T21:48:38","WebSocket","getLead","3172","521","200","Optimizer","cache://memory"
"RPC005135","2025-06-23T12:37:48","HTTP","consolidateMemory","2653","739","401","Optimizer","analytics://events"
"RPC005136","2025-08-11T23:00:53","HTTP","updateLead","4431","65","200","Engagement","db://interactions"
"RPC005137","2025-06-07T05:05:36","HTTP","trackEvent","2771","847","403","Optimizer","db://leads"
"RPC005138","2025-06-28T12:19:21","HTTP","recommendAction","822","979","401","LeadTriage","db://interactions"
"RPC005139","2025-08-08T21:22:43","HTTP","getLead","3422","1266","200","Optimizer","analytics://events"
"RPC005140","2025-06-08T02:32:30","WebSocket","consolidateMemory","1189","610","200","Engagement","kg://graph"
"RPC005141","2025-07-14T15:58:09","HTTP","fetchMemory","1280","509","403","Engagement","cache://memory"
"RPC005142","2025-08-07T01:02:12","HTTP","getLead","374","775","200","Optimizer","cache://memory"
"RPC005143","2025-07-26T07:13:25","HTTP","searchGraph","2945","141","200","Optimizer","cache://memory"
"RPC005144","2025-08-10T14:41:13","WebSocket","getLead","3820","547","400","LeadTriage","analytics://events"
"RPC005145","2025-08-12T23:22:15","WebSocket","optimizeCampaign","4150","638","200","Optimizer","db://interactions"
"RPC005146","2025-05-25T01:04:54","HTTP","storeMemory","3648","1179","200","Optimizer","db://interactions"
"RPC005147","2025-07-07T11:40:44","WebSocket","fetchMemory","440","1003","200","LeadTriage","db://interactions"
"RPC005148","2025-05-12T23:20:12","HTTP","searchGraph","4000","1177","403","Engagement","db://leads"
"RPC005149","2025-08-17T10:07:45","HTTP","consolidateMemory","3878","24","500","Engagement","db://leads"
"RPC005150","2025-06-25T02:51:34","HTTP","searchGraph","2797","371","400","LeadTriage","kg://graph"
"RPC005151","2025-05-22T04:11:29","WebSocket","recommendAction","2461","980","500","LeadTriage","kg://graph"
"RPC005152","2025-08-06T10:36:48","HTTP","getLead","2995","408","403","Engagement","db://interactions"
"RPC005153","2025-08-14T03:13:07","HTTP","storeMemory","2101","1425","401","Engagement","analytics://events"
"RPC005154","2025-05-02T16:06:16","HTTP","fetchMemory","4409","1236","200","Optimizer","db://interactions"
"RPC005155","2025-06-21T08:19:58","WebSocket","updateLead","3692","126","200","LeadTriage","db://leads"
"RPC005156","2025-08-13T18:21:04","WebSocket","recommendAction","4440","672","403","LeadTriage","db://leads"
"RPC005157","2025-06-11T14:03:02","HTTP","trackEvent","2125","1203","403","Engagement","kg://graph"
"RPC005158","2025-06-13T13:06:42","HTTP","consolidateMemory","841","343","200","Optimizer","kg://graph"
"RPC005159","2025-08-14T23:36:18","HTTP","updateLead","687","1477","500","Optimizer","cache://memory"
"RPC005160","2025-08-25T19:58:01","WebSocket","searchGraph","1282","1188","403","Optimizer","analytics://events"
"RPC005161","2025-06-01T00:39:34","WebSocket","storeMemory","1882","465","200","Engagement","analytics://events"
"RPC005162","2025-06-25T17:57:21","WebSocket","fetchMemory","1009","1310","401","Optimizer","db://leads"
"RPC005163","2025-05-21T05:56:09","HTTP","searchGraph","3307","1364","401","Engagement","cache://memory"
"RPC005164","2025-05-23T14:22:33","WebSocket","consolidateMemory","2334","1076","200","LeadTriage","analytics://events"
"RPC005165","2025-05-07T17:52:42","WebSocket","searchGraph","591","1379","200","Engagement","cache://memory"
"RPC005166","2025-08-08T05:44:46","WebSocket","consolidateMemory","3355","204","200","Optimizer","db://leads"
"RPC005167","2025-08-13T08:22:04","WebSocket","recommendAction","3905","1053","400","Optimizer","analytics://events"
"RPC005168","2025-07-05T12:41:29","HTTP","trackEvent","1719","1394","200","Engagement","db://leads"
"RPC005169","2025-08-20T10:39:28","HTTP","optimizeCampaign","3876","899","200","Engagement","db://leads"
"RPC005170","2025-08-13T13:28:04","WebSocket","optimizeCampaign","1802","260","200","Engagement","cache://memory"
"RPC005171","2025-08-21T00:29:10","HTTP","searchGraph","1379","818","200","Engagement","db://leads"
"RPC005172","2025-07-01T06:38:26","WebSocket","getLead","1375","368","403","Optimizer","db://leads"
"RPC005173","2025-08-15T12:07:38","HTTP","consolidateMemory","343","85","200","Engagement","analytics://events"
"RPC005174","2025-06-15T21:45:18","WebSocket","storeMemory","2255","1183","200","Optimizer","analytics://events"
"RPC005175","2025-05-22T00:59:55","HTTP","optimizeCampaign","3941","1209","400","Optimizer","cache://memory"
"RPC005176","2025-05-25T13:56:17","HTTP","recommendAction","3126","651","200","LeadTriage","analytics://events"
"RPC005177","2025-08-07T00:58:38","HTTP","fetchMemory","3950","1392","500","LeadTriage","analytics://events"
"RPC005178","2025-08-07T19:18:54","HTTP","fetchMemory","820","307","500","Engagement","db://leads"
"RPC005179","2025-05-28T01:34:43","WebSocket","updateLead","4482","529","401","Optimizer","db://interactions"
"RPC005180","2025-07-09T10:59:39","HTTP","getLead","1884","1248","200","Optimizer","kg://graph"
"RPC005181","2025-06-30T06:18:08","WebSocket","consolidateMemory","3270","242","403","Optimizer","cache://memory"
"RPC005182","2025-08-13T12:41:57","WebSocket","recommendAction","4663","204","401","Optimizer","cache://memory"
"RPC005183","2025-05-18T14:59:06","WebSocket","updateLead","1342","456","401","Optimizer","analytics://events"
"RPC005184","2025-08-08T20:24:41","WebSocket","trackEvent","901","725","401","Optimizer","kg://graph"
"RPC005185","2025-06-30T16:42:24","HTTP","searchGraph","4208","1372","401","Engagement","kg://graph"
"RPC005186","2025-08-05T09:33:35","HTTP","consolidateMemory","4977","106","500","Optimizer","db://leads"
"RPC005187","2025-05-23T23:29:44","WebSocket","updateLead","4766","1059","200","Optimizer","kg://graph"
"RPC005188","2025-05-01T11:04:39","HTTP","updateLead","1359","953","200","Engagement","kg://graph"
"RPC005189","2025-08-02T01:31:52","WebSocket","consolidateMemory","1123","93","200","Optimizer","db://leads"
"RPC005190","2025-08-09T09:35:19","WebSocket","fetchMemory","4831","370","401","Engagement","db://leads"
"RPC005191","2025-07-29T12:18:28","WebSocket","optimizeCampaign","3048","1036","200","Engagement","kg://graph"
"RPC005192","2025-08-26T07:00:24","WebSocket","recommendAction","878","1352","400","Optimizer","db://interactions"
"RPC005193","2025-05-18T06:03:48","WebSocket","optimizeCampaign","462","245","500","Engagement","cache://memory"
"RPC005194","2025-05-11T16:01:11","WebSocket","updateLead","4301","1130","400","Engagement","cache://memory"
"RPC005195","2025-05-14T15:29:51","HTTP","optimizeCampaign","2891","1078","200","Engagement","analytics://events"
"RPC005196","2025-05-06T14:31:36","HTTP","consolidateMemory","4317","1014","200","Optimizer","analytics://events"
"RPC005197","2025-08-14T01:34:46","HTTP","consolidateMemory","467","1190","200","LeadTriage","db://interactions"
"RPC005198","2025-06-26T23:18:50","HTTP","trackEvent","2725","1211","403","Optimizer","cache://memory"
"RPC005199","2025-07-13T16:51:05","HTTP","storeMemory","2030","1194","403","Engagement","analytics://events"
"RPC005200","2025-05-20T21:25:46","WebSocket","recommendAction","3990","1093","401","Optimizer","cache://memory"
"RPC005201","2025-08-24T06:59:26","WebSocket","optimizeCampaign","1440","434","401","LeadTriage","db://leads"
"RPC005202","2025-07-14T02:07:48","HTTP","storeMemory","1030","734","400","LeadTriage","db://interactions"
"RPC005203","2025-05-20T19:06:29","WebSocket","consolidateMemory","948","947","200","Optimizer","cache://memory"
"RPC005204","2025-06-23T17:34:05","HTTP","searchGraph","2658","748","403","Optimizer","cache://memory"
"RPC005205","2025-07-18T16:37:31","HTTP","updateLead","597","885","200","Engagement","cache://memory"
"RPC005206","2025-07-05T15:15:46","WebSocket","searchGraph","4601","1042","200","Engagement","db://interactions"
"RPC005207","2025-06-25T15:40:33","HTTP","updateLead","2752","763","200","LeadTriage","cache://memory"
"RPC005208","2025-06-01T10:59:28","HTTP","recommendAction","1874","41","500","LeadTriage","db://leads"
"RPC005209","2025-08-24T07:46:43","HTTP","searchGraph","3740","922","401","Engagement","analytics://events"
"RPC005210","2025-08-21T12:07:47","WebSocket","updateLead","1322","1470","200","LeadTriage","kg://graph"
"RPC005211","2025-05-30T17:50:32","HTTP","consolidateMemory","1179","799","200","LeadTriage","cache://memory"
"RPC005212","2025-07-19T20:06:36","WebSocket","consolidateMemory","300","806","401","Engagement","kg://graph"
"RPC005213","2025-08-02T21:59:18","WebSocket","updateLead","2582","563","500","Optimizer","db://interactions"
"RPC005214","2025-08-09T02:17:22","HTTP","updateLead","2230","940","400","LeadTriage","db://leads"
"RPC005215","2025-06-17T04:18:59","HTTP","fetchMemory","3379","54","401","Engagement","cache://memory"
"RPC005216","2025-07-09T10:21:02","HTTP","recommendAction","3677","333","400","LeadTriage","db://leads"
"RPC005217","2025-05-17T01:40:59","HTTP","consolidateMemory","2388","1064","401","LeadTriage","cache://memory"
"RPC005218","2025-08-01T04:39:22","WebSocket","optimizeCampaign","1264","80","200","Engagement","analytics://events"
"RPC005219","2025-06-10T14:27:53","WebSocket","recommendAction","4327","930","200","LeadTriage","cache://memory"
"RPC005220","2025-06-02T17:51:16","WebSocket","trackEvent","3861","614","200","Engagement","kg://graph"
"RPC005221","2025-07-28T05:03:34","HTTP","recommendAction","563","969","500","Engagement","kg://graph"
"RPC005222","2025-08-11T10:14:09","HTTP","storeMemory","4465","507","400","Engagement","analytics://events"
"RPC005223","2025-08-24T07:22:19","WebSocket","trackEvent","1872","190","400","Optimizer","db://leads"
"RPC005224","2025-07-07T01:33:45","HTTP","searchGraph","258","491","200","Optimizer","cache://memory"
"RPC005225","2025-07-02T19:47:43","HTTP","recommendAction","2387","1132","200","Engagement","kg://graph"
"RPC005226","2025-05-21T22:33:01","WebSocket","recommendAction","868","1142","400","Optimizer","db://leads"
"RPC005227","2025-08-08T10:37:39","HTTP","updateLead","4429","145","200","Engagement","analytics://events"
"RPC005228","2025-05-30T06:51:26","HTTP","getLead","492","565","200","Optimizer","db://interactions"
"RPC005229","2025-07-14T04:35:31","HTTP","consolidateMemory","2339","227","500","LeadTriage","cache://memory"
"RPC005230","2025-08-09T15:34:43","WebSocket","getLead","3663","1218","200","LeadTriage","db://leads"
"RPC005231","2025-06-14T05:54:06","WebSocket","consolidateMemory","2143","195","200","Engagement","cache://memory"
"RPC005232","2025-05-29T17:18:19","HTTP","recommendAction","3291","321","200","Engagement","db://interactions"
"RPC005233","2025-08-26T18:07:42","WebSocket","getLead","4813","1023","200","Engagement","db://interactions"
"RPC005234","2025-06-09T14:56:35","HTTP","storeMemory","1124","609","401","Optimizer","analytics://events"
"RPC005235","2025-07-14T04:46:42","WebSocket","storeMemory","1872","1089","401","Optimizer","db://interactions"
"RPC005236","2025-05-12T21:56:02","WebSocket","recommendAction","3813","607","500","LeadTriage","db://leads"
"RPC005237","2025-05-21T11:08:38","HTTP","consolidateMemory","1504","239","403","LeadTriage","cache://memory"
"RPC005238","2025-06-29T08:06:51","WebSocket","updateLead","1421","490","500","Optimizer","cache://memory"
"RPC005239","2025-07-07T22:25:11","WebSocket","searchGraph","4673","207","400","Engagement","db://interactions"
"RPC005240","2025-06-22T19:10:03","HTTP","storeMemory","3217","364","400","LeadTriage","analytics://events"
"RPC005241","2025-07-31T14:13:30","WebSocket","updateLead","1115","279","200","Engagement","db://leads"
"RPC005242","2025-06-10T22:09:46","WebSocket","updateLead","4077","999","200","LeadTriage","db://interactions"
"RPC005243","2025-07-11T02:11:54","HTTP","getLead","1245","1114","200","Engagement","kg://graph"
"RPC005244","2025-07-29T10:04:54","WebSocket","fetchMemory","2249","1004","200","LeadTriage","cache://memory"
"RPC005245","2025-08-11T16:31:15","WebSocket","getLead","4660","1447","401","LeadTriage","db://interactions"
"RPC005246","2025-06-21T06:57:34","HTTP","getLead","872","1206","200","Engagement","db://leads"
"RPC005247","2025-07-26T23:45:52","HTTP","updateLead","2394","492","401","Optimizer","db://interactions"
"RPC005248","2025-08-11T19:13:03","HTTP","getLead","264","303","200","Engagement","db://interactions"
