"action_id","timestamp","conversation_id","lead_id","action_type","source_agent","source_agent_type","dest_agent_type","handoff_context_json","escalation_reason"
"ACT0004364","2025-08-05T02:21:42","C0000440","L0000440","escalate","OP-005","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","high_value"
"ACT0004365","2025-08-18T01:27:56","C0000440","L0000440","triage","EN-002","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","legal"
"ACT0004366","2025-08-13T10:35:32","C0000440","L0000440","consolidate_memory","LT-005","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","high_value"
"ACT0004367","2025-08-22T20:27:30","C0000440","L0000440","resume_campaign","LT-001","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","complex_request"
"ACT0004368","2025-08-06T15:36:55","C0001314","L0001314","update_segment","OP-004","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","high_value"
"ACT0004369","2025-08-26T05:55:25","C0001314","L0001314","triage","LT-008","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","complaint"
"ACT0004370","2025-08-22T08:57:19","C0000679","L0000679","update_segment","EN-005","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","none"
"ACT0004371","2025-07-11T19:10:46","C0000679","L0000679","resume_campaign","EN-006","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","high_value"
"ACT0004372","2025-07-22T10:23:11","C0002253","L0002254","outreach","LT-008","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","complex_request"
"ACT0004373","2025-07-09T21:00:26","C0002253","L0002254","outreach","EN-020","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","high_value"
"ACT0004374","2025-07-17T15:06:29","C0002253","L0002254","pause_campaign","LT-004","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","legal"
"ACT0004375","2025-07-28T23:42:29","C0004610","L0004611","handoff","EN-007","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","complaint"
"ACT0004376","2025-06-24T23:18:04","C0004610","L0004611","update_segment","LT-001","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","high_value"
"ACT0004377","2025-07-22T22:35:30","C0004610","L0004611","resume_campaign","EN-001","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","complex_request"
"ACT0004378","2025-06-23T15:39:30","C0004701","L0004702","update_segment","EN-020","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","complex_request"
"ACT0004379","2025-08-01T14:38:48","C0004701","L0004702","pause_campaign","LT-002","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","none"
"ACT0004380","2025-08-19T00:04:41","C0004701","L0004702","triage","LT-005","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","complaint"
"ACT0004381","2025-08-09T21:52:16","C0003575","L0003576","optimize","EN-011","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","high_value"
"ACT0004382","2025-07-30T07:27:56","C0003575","L0003576","update_segment","EN-020","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","complex_request"
"ACT0004383","2025-08-04T23:07:44","C0003575","L0003576","pause_campaign","EN-007","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","complaint"
"ACT0004384","2025-08-12T22:21:09","C0004633","L0004634","resume_campaign","LT-001","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","none"
"ACT0004385","2025-08-10T03:49:05","C0004633","L0004634","optimize","EN-016","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","complex_request"
"ACT0004386","2025-08-17T21:08:17","C0004633","L0004634","optimize","LT-007","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","legal"
"ACT0004387","2025-08-18T06:00:09","C0002120","L0002120","update_segment","OP-002","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","complex_request"
"ACT0004388","2025-08-04T15:18:51","C0002120","L0002120","update_template","OP-002","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","high_value"
"ACT0004389","2025-08-10T18:11:05","C0002120","L0002120","outreach","OP-001","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.6}","none"
"ACT0004390","2025-08-22T18:30:46","C0002120","L0002120","escalate","EN-009","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","complaint"
"ACT0004391","2025-08-27T19:17:36","C0002548","L0002549","optimize","EN-004","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","high_value"
"ACT0004392","2025-06-28T17:05:36","C0002548","L0002549","update_template","OP-007","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","none"
"ACT0004393","2025-07-03T02:11:18","C0002548","L0002549","update_segment","OP-006","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","high_value"
"ACT0004394","2025-07-23T19:46:37","C0002548","L0002549","triage","EN-003","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","none"
"ACT0004395","2025-08-22T22:38:53","C0004961","L0004962","resume_campaign","EN-017","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","legal"
"ACT0004396","2025-06-17T03:40:52","C0004033","L0004034","pause_campaign","LT-009","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","complaint"
"ACT0004397","2025-08-10T06:03:43","C0001889","L0001889","outreach","LT-010","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","complaint"
"ACT0004398","2025-07-27T18:38:16","C0001889","L0001889","pause_campaign","OP-003","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","complaint"
"ACT0004399","2025-07-05T00:48:38","C0001889","L0001889","resume_campaign","LT-003","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","none"
"ACT0004400","2025-08-26T09:24:05","C0004244","L0004245","triage","OP-001","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","none"
"ACT0004401","2025-07-31T04:13:39","C0004244","L0004245","triage","EN-006","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","none"
"ACT0004402","2025-08-01T20:29:28","C0003946","L0003947","outreach","OP-001","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","complaint"
"ACT0004403","2025-07-25T11:55:50","C0003946","L0003947","update_segment","EN-001","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","complaint"
"ACT0004404","2025-08-08T13:59:15","C0003946","L0003947","handoff","LT-007","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","complex_request"
"ACT0004405","2025-08-09T15:24:35","C0003860","L0003861","update_template","LT-006","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","none"
"ACT0004406","2025-08-27T12:43:25","C0000195","L0000195","resume_campaign","EN-011","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","complaint"
"ACT0004407","2025-08-19T16:56:16","C0000195","L0000195","triage","LT-003","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.99}","legal"
"ACT0004408","2025-07-29T07:06:22","C0001475","L0001475","optimize","OP-001","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","complex_request"
"ACT0004409","2025-05-27T23:38:22","C0001475","L0001475","optimize","EN-018","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","complaint"
"ACT0004410","2025-07-04T14:54:14","C0001475","L0001475","escalate","LT-005","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","complaint"
"ACT0004411","2025-07-13T15:14:20","C0001475","L0001475","escalate","LT-008","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","none"
"ACT0004412","2025-05-31T15:11:05","C0002139","L0002139","outreach","LT-004","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","none"
"ACT0004413","2025-07-14T22:56:15","C0002139","L0002139","consolidate_memory","OP-002","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","high_value"
"ACT0004414","2025-07-05T19:46:53","C0002139","L0002139","update_template","EN-002","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","legal"
"ACT0004415","2025-08-25T14:00:16","C0001212","L0001212","escalate","OP-007","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","none"
"ACT0004416","2025-07-02T11:07:54","C0001212","L0001212","resume_campaign","EN-014","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","none"
"ACT0004417","2025-08-12T19:31:36","C0001212","L0001212","optimize","LT-001","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","none"
"ACT0004418","2025-07-08T12:00:31","C0003323","L0003324","handoff","LT-008","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","high_value"
"ACT0004419","2025-07-22T20:45:13","C0003323","L0003324","handoff","LT-010","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","complaint"
"ACT0004420","2025-07-13T16:53:06","C0003323","L0003324","pause_campaign","LT-006","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","legal"
"ACT0004421","2025-08-18T18:57:22","C0001658","L0001658","triage","LT-007","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","none"
"ACT0004422","2025-06-28T21:10:53","C0001658","L0001658","escalate","LT-008","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","none"
"ACT0004423","2025-08-10T05:14:12","C0002697","L0002698","outreach","OP-005","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","none"
"ACT0004424","2025-08-26T20:38:35","C0002697","L0002698","update_segment","OP-007","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","high_value"
"ACT0004425","2025-07-18T07:14:06","C0002697","L0002698","outreach","EN-010","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","none"
"ACT0004426","2025-07-15T14:18:46","C0002697","L0002698","optimize","EN-006","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","complaint"
"ACT0004427","2025-08-23T18:36:51","C0003016","L0003017","outreach","EN-010","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","complaint"
"ACT0004428","2025-08-28T16:50:07","C0003016","L0003017","escalate","EN-004","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.6}","none"
"ACT0004429","2025-08-21T06:35:41","C0003016","L0003017","outreach","EN-014","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","complex_request"
"ACT0004430","2025-08-21T03:08:30","C0004674","L0004675","update_template","EN-014","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","complex_request"
"ACT0004431","2025-08-15T16:04:06","C0002813","L0002814","update_template","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","complaint"
"ACT0004432","2025-08-06T10:55:58","C0002813","L0002814","consolidate_memory","LT-007","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","complaint"
"ACT0004433","2025-08-11T17:40:23","C0002813","L0002814","outreach","OP-004","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","none"
"ACT0004434","2025-08-11T06:07:53","C0002813","L0002814","escalate","LT-005","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","none"
"ACT0004435","2025-06-17T07:03:38","C0004771","L0004772","update_template","OP-005","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","none"
"ACT0004436","2025-06-30T18:07:00","C0004771","L0004772","escalate","EN-002","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","none"
"ACT0004437","2025-08-27T16:28:07","C0004324","L0004325","consolidate_memory","OP-004","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","complex_request"
"ACT0004438","2025-08-21T11:52:58","C0004324","L0004325","handoff","LT-009","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.88}","high_value"
"ACT0004439","2025-08-24T03:58:52","C0004324","L0004325","triage","OP-007","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","none"
"ACT0004440","2025-08-21T15:40:05","C0004324","L0004325","triage","LT-003","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","complaint"
"ACT0004441","2025-07-30T15:19:50","C0001131","L0001131","outreach","OP-007","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","high_value"
"ACT0004442","2025-07-11T01:44:45","C0001131","L0001131","triage","LT-008","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","complaint"
"ACT0004443","2025-07-29T23:59:22","C0001131","L0001131","escalate","OP-002","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","high_value"
"ACT0004444","2025-07-22T11:52:17","C0001131","L0001131","triage","LT-008","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","complex_request"
"ACT0004445","2025-07-03T22:07:03","C0001462","L0001462","optimize","EN-002","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","none"
"ACT0004446","2025-08-05T16:11:37","C0001462","L0001462","update_template","OP-003","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","high_value"
"ACT0004447","2025-05-16T06:06:08","C0000277","L0000277","pause_campaign","OP-004","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","high_value"
"ACT0004448","2025-07-28T22:55:05","C0000277","L0000277","update_segment","EN-018","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","none"
"ACT0004449","2025-06-12T18:49:16","C0004226","L0004227","handoff","EN-007","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","legal"
"ACT0004450","2025-05-26T06:41:06","C0004226","L0004227","pause_campaign","EN-011","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","none"
"ACT0004451","2025-08-28T07:43:52","C0004718","L0004719","update_template","LT-003","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","none"
"ACT0004452","2025-08-02T06:54:58","C0002603","L0002604","escalate","EN-005","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","legal"
"ACT0004453","2025-08-08T01:23:59","C0002603","L0002604","escalate","OP-001","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","complex_request"
"ACT0004454","2025-08-07T12:42:30","C0002603","L0002604","optimize","LT-002","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","complaint"
"ACT0004455","2025-07-30T21:41:19","C0002603","L0002604","outreach","LT-007","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","complaint"
"ACT0004456","2025-08-09T08:01:20","C0001303","L0001303","handoff","LT-006","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","none"
"ACT0004457","2025-08-18T05:59:03","C0001303","L0001303","pause_campaign","EN-009","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","none"
"ACT0004458","2025-08-09T21:11:52","C0003728","L0003729","triage","EN-019","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","complex_request"
"ACT0004459","2025-07-10T06:27:00","C0000223","L0000223","update_template","EN-005","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","none"
"ACT0004460","2025-06-10T12:19:58","C0000223","L0000223","update_segment","EN-014","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","high_value"
"ACT0004461","2025-06-23T07:44:35","C0000223","L0000223","pause_campaign","EN-016","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","high_value"
"ACT0004462","2025-07-24T10:56:57","C0000223","L0000223","escalate","LT-006","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","complaint"
"ACT0004463","2025-08-22T05:26:47","C0003546","L0003547","optimize","LT-004","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","complaint"
"ACT0004464","2025-07-24T07:49:44","C0003546","L0003547","outreach","LT-002","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","high_value"
"ACT0004465","2025-08-12T01:04:40","C0003546","L0003547","pause_campaign","OP-006","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","none"
"ACT0004466","2025-08-20T10:24:21","C0001920","L0001920","pause_campaign","EN-006","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","high_value"
"ACT0004467","2025-08-26T18:30:42","C0001920","L0001920","consolidate_memory","LT-002","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","legal"
"ACT0004468","2025-08-19T23:24:29","C0001920","L0001920","handoff","EN-008","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","complaint"
"ACT0004469","2025-08-05T06:25:37","C0000574","L0000574","escalate","EN-006","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","high_value"
"ACT0004470","2025-06-30T05:14:55","C0000574","L0000574","consolidate_memory","LT-007","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","high_value"
"ACT0004471","2025-07-25T18:28:51","C0000574","L0000574","escalate","LT-002","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","complex_request"
"ACT0004472","2025-07-23T22:11:22","C0000574","L0000574","update_segment","OP-007","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","none"
"ACT0004473","2025-07-13T20:51:40","C0001237","L0001237","pause_campaign","EN-009","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","complex_request"
"ACT0004474","2025-07-13T06:37:46","C0001237","L0001237","escalate","LT-004","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","complex_request"
"ACT0004475","2025-07-20T07:19:40","C0001237","L0001237","handoff","OP-002","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","complaint"
"ACT0004476","2025-06-28T21:01:58","C0003541","L0003542","optimize","EN-015","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","complaint"
"ACT0004477","2025-07-20T18:52:46","C0002641","L0002642","handoff","OP-005","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","complaint"
"ACT0004478","2025-08-17T01:39:35","C0002641","L0002642","update_template","EN-020","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","complaint"
"ACT0004479","2025-08-27T16:45:40","C0002641","L0002642","pause_campaign","LT-002","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","complex_request"
"ACT0004480","2025-07-23T04:55:43","C0001335","L0001335","update_segment","LT-009","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","high_value"
"ACT0004481","2025-08-17T07:30:44","C0003581","L0003582","pause_campaign","EN-011","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","high_value"
"ACT0004482","2025-08-06T21:39:40","C0003581","L0003582","handoff","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","legal"
"ACT0004483","2025-08-14T21:20:26","C0003581","L0003582","handoff","LT-002","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.88}","complaint"
"ACT0004484","2025-06-07T18:52:27","C0000419","L0000419","consolidate_memory","OP-006","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","high_value"
"ACT0004485","2025-07-23T09:47:46","C0000419","L0000419","optimize","OP-006","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","high_value"
"ACT0004486","2025-08-04T13:43:34","C0002022","L0002022","outreach","LT-010","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","complex_request"
"ACT0004487","2025-07-21T02:06:15","C0002022","L0002022","pause_campaign","LT-008","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","high_value"
"ACT0004488","2025-07-16T22:24:49","C0002022","L0002022","triage","EN-010","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","none"
"ACT0004489","2025-08-06T09:47:05","C0001105","L0001105","consolidate_memory","LT-008","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","high_value"
"ACT0004490","2025-06-30T15:02:29","C0000258","L0000258","optimize","EN-013","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","complaint"
"ACT0004491","2025-07-11T23:18:24","C0000258","L0000258","resume_campaign","EN-020","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","complex_request"
"ACT0004492","2025-06-25T19:54:17","C0000258","L0000258","outreach","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","complex_request"
"ACT0004493","2025-08-24T03:21:24","C0000296","L0000296","update_segment","LT-006","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","legal"
"ACT0004494","2025-08-01T20:46:15","C0000296","L0000296","consolidate_memory","LT-001","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","complaint"
"ACT0004495","2025-07-29T07:32:44","C0000296","L0000296","update_segment","OP-005","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","complex_request"
"ACT0004496","2025-08-11T17:08:56","C0000296","L0000296","update_template","OP-002","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","none"
"ACT0004497","2025-08-24T16:16:24","C0002358","L0002359","handoff","LT-005","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","legal"
"ACT0004498","2025-06-25T18:00:50","C0002358","L0002359","escalate","OP-001","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.88}","complaint"
"ACT0004499","2025-08-28T12:16:46","C0000387","L0000387","triage","LT-009","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","none"
"ACT0004500","2025-08-28T03:05:17","C0000387","L0000387","update_segment","OP-005","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","complex_request"
"ACT0004501","2025-08-18T11:48:31","C0004847","L0004848","update_template","EN-019","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","complex_request"
"ACT0004502","2025-08-18T07:57:33","C0004847","L0004848","escalate","LT-007","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","legal"
"ACT0004503","2025-08-28T16:53:15","C0004935","L0004936","pause_campaign","LT-005","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","none"
"ACT0004504","2025-08-25T07:26:40","C0004935","L0004936","triage","EN-002","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","none"
"ACT0004505","2025-08-28T04:47:47","C0004935","L0004936","consolidate_memory","LT-004","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","none"
"ACT0004506","2025-08-26T19:32:34","C0004935","L0004936","triage","OP-007","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","none"
"ACT0004507","2025-07-21T15:23:36","C0002229","L0002230","outreach","OP-002","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","none"
"ACT0004508","2025-07-21T18:23:32","C0002229","L0002230","escalate","EN-018","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","legal"
"ACT0004509","2025-05-17T16:04:33","C0002245","L0002246","triage","OP-005","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","legal"
"ACT0004510","2025-06-09T10:55:01","C0002245","L0002246","update_segment","OP-005","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","none"
"ACT0004511","2025-08-19T09:33:17","C0004335","L0004336","consolidate_memory","LT-006","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","complaint"
"ACT0004512","2025-08-15T05:48:51","C0004335","L0004336","escalate","EN-014","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","complaint"
"ACT0004513","2025-08-13T07:19:40","C0004335","L0004336","outreach","OP-002","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.88}","none"
"ACT0004514","2025-08-26T23:57:24","C0004335","L0004336","optimize","LT-008","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","legal"
"ACT0004515","2025-08-16T11:01:46","C0003635","L0003636","resume_campaign","EN-015","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","legal"
"ACT0004516","2025-07-15T13:32:26","C0004348","L0004349","pause_campaign","LT-003","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","legal"
"ACT0004517","2025-08-13T02:19:31","C0004348","L0004349","triage","OP-007","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","legal"
"ACT0004518","2025-08-26T17:36:32","C0004348","L0004349","update_segment","LT-003","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","legal"
"ACT0004519","2025-08-03T04:21:50","C0004384","L0004385","update_segment","EN-012","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","high_value"
"ACT0004520","2025-07-31T23:09:16","C0004384","L0004385","pause_campaign","LT-002","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","complex_request"
"ACT0004521","2025-06-20T15:44:37","C0001564","L0001564","triage","LT-002","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","none"
"ACT0004522","2025-06-10T12:34:50","C0004831","L0004832","escalate","LT-005","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","high_value"
"ACT0004523","2025-08-23T08:54:13","C0001401","L0001401","outreach","LT-001","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","legal"
